portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return_p, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf, return , abret/bought , diff_ret ,gain,interest_rate,principal_amount
PF00010936,no_desk_id,OFF00001002,C,6/24/2013,"14,311,000",M,0.00113,CHF,0.24449,"14,307,223",6/24/2013,TRUE,8/1/2013,E,TRUE,TRUE,0%,"3,776.51",38,0,38,38,0%,0.003,0.000263958,0.002736042,14264301.33,99.7,28571524.33
PF00010939,no_desk_id,OFF00001002,C,6/25/2013,"28,930,000",M,0.00113,CHF,0.24449,"28,929,879",6/25/2013,TRUE,6/26/2013,E,TRUE,TRUE,0%,120.54,1,0,1,1,0%,0.0018,0.000004167,0.001795833,28877805.22,99.82,57807684.22
PF00010942,no_desk_id,OFF00001002,B,6/27/2013,"55,000,000",T,0.00113,USD,0.6839425,"54,969,095",6/25/2013,TRUE,9/27/2013,B,TRUE,TRUE,0%,"30,904.85",94,-2,92,94,0%,0.00264,0.000562222,0.002077778,54823976.59,99.736,109793071.6
PF00010951,no_desk_id,OFF00001002,C,6/27/2013,"148,500,000",M,0.00113,CHF,0.24449,"148,456,935",6/27/2013,TRUE,8/2/2013,E,TRUE,TRUE,0%,"43,065.00",36,0,36,36,0%,0.00348,0.000290084,0.003189916,147940304.9,99.652,296397239.9
PF00011038,no_desk_id,OFF00001002,C,8/8/2013,"55,000,000",M,0.0013,CHF,0.237381818,"54,986,632",8/8/2013,TRUE,9/13/2013,E,TRUE,TRUE,0%,"13,368.06",36,0,36,36,0%,0.003,0.000243115,0.002756885,54821672.1,99.7,109808304.1
PF00011039,no_desk_id,OFF00001002,C,8/8/2013,"115,588,000",M,0.0013,CHF,0.237381818,"115,582,221",8/8/2013,TRUE,8/19/2013,E,TRUE,TRUE,0%,"5,779.40",11,0,11,11,0%,0.00216,0.000050003,0.002109998,115332563.4,99.784,230914784.4
PF00011040,no_desk_id,OFF00001002,C,8/8/2013,"15,147,000",M,0.0013,CHF,0.237381818,"15,146,243",8/8/2013,TRUE,8/19/2013,E,TRUE,TRUE,0%,757.35,11,0,11,11,0%,0.00216,0.000050003,0.002109998,15113527.12,99.784,30259770.12
PF00008936,DSK00006140,OFF00001001,A,2/27/2012,"121,000,000",T,0.00701,USD,1.071188095,"120,998,286",2/27/2012,no_in_code,2/28/2012,A,no_hedge_value,TRUE,1%,"1,714.14",1,0,1,1,1%,0.00612,0.000014167,0.006105833,120257776.5,99.388,241256062.5
PF00008939,DSK00006140,OFF00001002,C,2/27/2012,"192,500,000",M,0.00701,CHF,0.35696,"192,498,342",2/27/2012,no_in_code,2/28/2012,E,no_hedge_value,TRUE,0%,"1,657.64",1,0,1,1,0%,0.00372,0.000008611,0.003711389,191782248.2,99.628,384280590.2
PF00008940,DSK00006140,OFF00001002,C,2/27/2012,"67,529,000",M,0.00701,CHF,0.35696,"67,528,419",2/27/2012,no_in_code,2/28/2012,E,no_hedge_value,TRUE,0%,581.5,1,0,1,1,0%,0.00372,0.000008611,0.003711389,67277213.28,99.628,134805632.3
PF00008942,DSK00006140,OFF00001002,C,2/27/2012,"54,989,000",M,0.00701,CHF,0.35696,"54,988,526",2/27/2012,no_in_code,2/28/2012,E,no_hedge_value,TRUE,0%,473.52,1,0,1,1,0%,0.00372,0.000008611,0.003711389,54783968.68,99.628,109772494.7
PF00008979,DSK00006155,OFF00001002,C,3/2/2012,"110,000,000",M,0.00549,CHF,0.376544091,"109,997,158",3/2/2012,no_in_code,3/5/2012,E,no_hedge_value,TRUE,0%,"2,841.67",3,0,3,3,0%,0.00372,0.000025834,0.003694166,109587968.6,99.628,219585126.6
PF00008980,DSK00006151,OFF00001002,C,3/2/2012,"165,000,000",M,0.00549,CHF,0.376544091,"164,988,129",3/2/2012,no_in_code,3/9/2012,E,no_hedge_value,TRUE,0%,"11,870.83",7,0,7,7,0%,0.00444,0.00007195,0.00436805,164255581.7,99.556,329243710.7
PF00008981,DSK00006151,OFF00001002,C,3/2/2012,"330,000,000",M,0.00549,CHF,0.376544091,"329,975,938",3/2/2012,no_in_code,3/9/2012,E,no_hedge_value,TRUE,0%,"24,062.50",7,0,7,7,0%,0.0045,0.000072922,0.004427078,328491046.3,99.55,658466984.3
PF00008982,DSK00006151,OFF00001002,B,3/2/2012,"38,500,000",N,0.00549,GBP,1.869582273,"38,494,685",3/2/2012,no_in_code,3/9/2012,C,no_hedge_value,TRUE,1%,"5,315.43",7,0,7,7,1%,0.00864,0.000138082,0.008501918,38162090.92,99.136,76656775.92
PF00008985,DSK00006155,OFF00001002,C,3/2/2012,"18,205,000",M,0.00549,CHF,0.376544091,"18,204,530",3/2/2012,no_in_code,3/5/2012,E,no_hedge_value,TRUE,0%,470.3,3,0,3,3,0%,0.00372,0.000025834,0.003694166,18136809.15,99.628,36341339.15
PF00008986,DSK00006155,OFF00001002,C,3/2/2012,"213,444,000",M,0.00549,CHF,0.376544091,"213,438,486",3/2/2012,no_in_code,3/5/2012,E,no_hedge_value,TRUE,0%,"5,513.97",3,0,3,3,0%,0.00372,0.000025834,0.003694166,212644494.8,99.628,426082980.8
PF00008988,DSK00006155,OFF00001001,A,3/2/2012,"66,902,000",T,0.00549,USD,1.053447727,"66,899,324",3/2/2012,no_in_code,3/5/2012,A,no_hedge_value,TRUE,1%,"2,675.97",3,0,3,3,1%,0.00576,0.00004,0.00572,66513983.89,99.424,133413307.9
PF00009535,DSK00006385,OFF00001002,C,6/27/2012,"220,000,000",M,0.00384,CHF,0.347866191,"219,998,228",6/27/2012,no_in_code,6/28/2012,E,no_hedge_value,TRUE,0%,"1,772.22",1,0,1,1,0%,0.00348,0.000008056,0.003471944,219232634.2,99.652,439230862.2
PF00009537,DSK00006386,OFF00001001,A,6/27/2012,"82,500,000",T,0.00384,USD,0.967361905,"82,372,095",6/27/2012,no_in_code,9/26/2012,A,no_hedge_value,TRUE,1%,"127,904.78",91,0,91,91,1%,0.00737,0.001552768,0.005818616,81764898.66,99.2628616,164136993.7
PF00009538,DSK00006387,OFF00001001,A,6/29/2012,"110,000,000",T,0.00384,USD,0.967361905,"109,945,577",6/27/2012,no_in_code,8/1/2012,A,no_hedge_value,TRUE,1%,"54,423.06",35,-2,33,35,1%,0.00648,0.000495,0.005985,109233129.7,99.352,219178706.7
PF00009541,DSK00006385,OFF00001002,C,6/27/2012,"152,999,000",M,0.00384,CHF,0.347866191,"152,997,725",6/27/2012,no_in_code,6/28/2012,E,no_hedge_value,TRUE,0%,"1,274.99",1,0,1,1,0%,0.0036,0.000008333,0.003591667,152446933.2,99.64,305444658.2
PF00009542,DSK00006385,OFF00001002,C,6/27/2012,"202,598,000",M,0.00384,CHF,0.347866191,"202,596,143",6/27/2012,no_in_code,6/28/2012,E,no_hedge_value,TRUE,0%,"1,857.15",1,0,1,1,0%,0.00396,0.000009167,0.003950833,201793862.3,99.604,404390005.3
PF00009552,DSK00006390,OFF00001002,C,6/28/2012,"124,971,000",M,0.00384,CHF,0.347866191,"124,969,681",6/28/2012,no_in_code,6/29/2012,E,no_hedge_value,TRUE,0%,"1,319.14",1,0,1,1,0%,0.00456,0.000010556,0.004549444,124399819.3,99.544,249369500.3
PF00009562,DSK00006395,OFF00001001,A,7/3/2012,"181,500,000",T,0.00384,USD,0.967361905,"181,486,590",6/29/2012,no_in_code,7/10/2012,A,no_hedge_value,TRUE,0%,"13,409.84",11,-4,7,11,0%,0.00456,0.000073889,0.004486111,180659011.1,99.544,362145601.1
PF00009596,DSK00006406,OFF00001002,C,7/9/2012,"21,802,000",M,0.00372,CHF,0.378236364,"21,801,824",7/9/2012,no_in_code,7/10/2012,E,no_hedge_value,TRUE,0%,175.63,1,0,1,1,0%,0.00348,0.000008056,0.003471944,21725953.65,99.652,43527777.65
PF00009597,DSK00006407,OFF00001002,C,7/10/2012,"352,000,000",M,0.00372,CHF,0.378236364,"351,997,164",7/10/2012,no_in_code,7/11/2012,E,no_hedge_value,TRUE,0%,"2,835.56",1,0,1,1,0%,0.00348,0.000008056,0.003471944,350772213.9,99.652,702769377.9
PF00009598,DSK00006407,OFF00001002,C,7/10/2012,"21,802,000",M,0.00372,CHF,0.378236364,"21,801,824",7/10/2012,no_in_code,7/11/2012,E,no_hedge_value,TRUE,0%,175.63,1,0,1,1,0%,0.00348,0.000008056,0.003471944,21725953.65,99.652,43527777.65
PF00009601,DSK00006408,OFF00001002,C,7/10/2012,"105,666,000",M,0.00372,CHF,0.378236364,"105,620,211",7/10/2012,no_in_code,8/9/2012,E,no_hedge_value,TRUE,1%,"45,788.60",30,0,30,30,1%,0.00624,0.000433521,0.005806479,104961140.9,99.376,210581351.9
PF00009603,DSK00006409,OFF00001002,C,7/11/2012,"50,534,000",M,0.00372,CHF,0.378236364,"50,512,354",7/10/2012,no_in_code,8/9/2012,E,no_hedge_value,TRUE,1%,"21,645.51",30,-1,29,30,1%,0.00638,0.000428519,0.005952203,50190048.71,99.3619278,100702402.7
PF00009604,DSK00006410,OFF00001001,A,7/11/2012,"11,000,000",T,0.00372,USD,1.065318182,"10,997,581",7/10/2012,no_in_code,8/13/2012,A,no_hedge_value,TRUE,0%,"2,419.47",34,-1,33,34,0%,0.00288,0.00022,0.00266,10965907.97,99.712,21963488.97
PF00009606,DSK00006412,OFF00001002,B,7/13/2012,"102,564,000",T,0.00372,USD,1.065318182,"102,559,812",7/11/2012,no_in_code,7/20/2012,B,no_hedge_value,TRUE,0%,"4,187.86",9,-2,7,9,0%,0.00252,0.000040833,0.002479167,102301361.3,99.748,204861173.3
PF00009608,DSK00006413,OFF00001002,C,7/11/2012,"43,813,000",M,0.00372,CHF,0.378236364,"43,812,647",7/11/2012,no_in_code,7/12/2012,E,no_hedge_value,TRUE,0%,352.94,1,0,1,1,0%,0.00348,0.000008056,0.003471944,43660178.99,99.652,87472825.99
PF00009609,DSK00006413,OFF00001002,C,7/11/2012,"278,806,000",M,0.00372,CHF,0.378236364,"278,803,754",7/11/2012,no_in_code,7/12/2012,E,no_hedge_value,TRUE,0%,"2,245.94",1,0,1,1,0%,0.00348,0.000008056,0.003471944,277833516.9,99.652,556637270.9
PF00009610,DSK00006414,OFF00001002,B,7/13/2012,"223,300,000",T,0.00372,USD,1.065318182,"223,250,885",7/11/2012,no_in_code,8/15/2012,B,no_hedge_value,TRUE,0%,"49,115.19",35,-2,33,35,0%,0.00288,0.00022,0.00266,222607922.5,99.712,445858807.5
PF00009616,DSK00006411,OFF00001002,C,7/12/2012,"56,705,000",M,0.00372,CHF,0.378236364,"56,701,251",7/12/2012,no_in_code,7/19/2012,E,no_hedge_value,TRUE,0%,"3,748.83",7,0,7,7,0%,0.00408,0.000066116,0.004013885,56469909.9,99.592,113171160.9
PF00009618,DSK00006411,OFF00001002,C,7/12/2012,"40,645,000",M,0.00372,CHF,0.378236364,"40,642,471",7/12/2012,no_in_code,7/19/2012,E,no_hedge_value,TRUE,0%,"2,529.02",7,0,7,7,0%,0.00384,0.000062226,0.003777774,40486403.91,99.616,81128874.91
PF00011061,no_desk_id,OFF00001002,B,8/21/2013,"44,000,000",T,0.0013,USD,0.637588636,"43,974,153",8/19/2013,TRUE,11/21/2013,B,TRUE,TRUE,0%,"25,847.03",94,-2,92,94,0%,0.00276,0.000587778,0.002172222,43852784.34,99.724,87826937.34
PF00011070,no_desk_id,OFF00001002,B,8/28/2013,"27,500,000",T,0.0013,USD,0.637588636,"27,483,846",8/23/2013,TRUE,11/28/2013,B,TRUE,TRUE,0%,"16,154.39",97,-5,92,97,0%,0.00276,0.000587778,0.002172222,27407990.59,99.724,54891836.59
PF00011072,no_desk_id,OFF00001002,C,8/23/2013,"11,220,000",M,0.0013,CHF,0.237381818,"11,219,651",8/23/2013,TRUE,8/30/2013,E,TRUE,TRUE,0%,349.07,7,0,7,7,0%,0.00192,0.000031112,0.001888888,11198109.27,99.808,22417760.27
PF00011079,no_desk_id,OFF00001002,B,8/30/2013,"33,000,000",T,0.0013,USD,0.637588636,"32,979,992",8/28/2013,TRUE,11/29/2013,B,TRUE,TRUE,0%,"20,007.86",93,-2,91,93,0%,0.00288,0.000606667,0.002273333,32885009.62,99.712,65865001.62
PF00011081,no_desk_id,OFF00001001,A,8/29/2013,"30,800,000",T,0.0013,USD,0.637588636,"30,781,326",8/28/2013,TRUE,11/29/2013,A,TRUE,TRUE,0%,"18,674.00",93,-1,92,93,0%,0.00288,0.000606667,0.002273333,30692675.78,99.712,61474001.78
PF00011082,no_desk_id,OFF00001001,A,8/29/2013,"66,000,000",T,0.0013,USD,0.637588636,"65,876,774",8/28/2013,TRUE,2/28/2014,A,TRUE,TRUE,0%,"123,226.17",184,-1,183,184,0%,0.00444,0.001870556,0.002569444,65584281.12,99.556,131461055.1
PF00011083,no_desk_id,OFF00001002,C,8/28/2013,"33,000",M,0.0013,CHF,0.237381818,"33,000",8/28/2013,TRUE,8/30/2013,E,TRUE,TRUE,0%,0.28,2,0,2,2,0%,0.0018,0.000008485,0.001791515,32940.6,99.82,65940.6
PF00011084,no_desk_id,OFF00001002,C,8/28/2013,"242,000",M,0.0013,CHF,0.237381818,"241,998",8/28/2013,TRUE,8/30/2013,E,TRUE,no_status,0%,2.02,2,0,2,2,0%,0.0018,0.000008347,0.001791653,241562.4036,99.82,483560.4036
PF00011085,no_desk_id,OFF00001002,B,8/29/2013,"33,000,000",T,0.0013,USD,0.637588636,"32,994,226",8/28/2013,TRUE,10/11/2013,B,TRUE,TRUE,0%,"5,773.99",44,-1,43,44,0%,0.0018,0.000175,0.001625,32934836.39,99.82,65929062.39
PF00011086,no_desk_id,OFF00001002,C,8/30/2013,"5,995,000",M,0.0013,CHF,0.237381818,"5,990,304",8/28/2013,TRUE,12/2/2013,E,TRUE,TRUE,0%,"4,696.08",96,-2,94,96,0%,0.0036,0.000783947,0.002816053,5968738.906,99.64,11959042.91
PF00011186,no_desk_id,OFF00001002,C,10/16/2013,"66,000,000",M,0.00128,CHF,0.227052174,"65,960,107",10/16/2013,TRUE,12/23/2013,E,TRUE,TRUE,0%,"39,893.33",68,0,68,68,0%,0.00384,0.00060481,0.00323519,65706820.19,99.616,131666927.2
PF00011195,no_desk_id,OFF00001002,B,10/18/2013,"33,000,000",U,0.00128,JPY,0.395156087,"32,997,159",10/17/2013,TRUE,11/21/2013,F,TRUE,TRUE,0%,"2,841.42",35,-1,34,35,0%,0.0012,0.000086111,0.001113889,32957562.41,99.88,65954721.41
PF00011196,no_desk_id,OFF00001002,C,10/18/2013,"11,000,000",M,0.00128,CHF,0.227052174,"10,991,475",10/18/2013,TRUE,1/16/2014,E,TRUE,TRUE,0%,"8,525.00",90,0,90,90,0%,0.00372,0.000775601,0.002944399,10950586.71,99.628,21942061.71
PF00011199,no_desk_id,OFF00001002,C,10/18/2013,"3,322,000",M,0.00128,CHF,0.227052174,"3,321,871",10/18/2013,TRUE,10/25/2013,E,TRUE,TRUE,0%,129.19,7,0,7,7,0%,0.0024,0.000038891,0.002361109,3313898.51,99.76,6635769.51
PF00011203,no_desk_id,OFF00001002,C,10/22/2013,"36,685,000",M,0.00128,CHF,0.227052174,"36,683,716",10/22/2013,TRUE,10/30/2013,E,TRUE,TRUE,0%,"1,283.98",8,0,8,8,0%,0.00216,0.000035001,0.002124999,36604479.17,99.784,73288195.17
PF00011204,no_desk_id,OFF00001002,C,10/22/2013,"29,744,000",M,0.00128,CHF,0.227052174,"29,742,959",10/22/2013,TRUE,10/30/2013,E,TRUE,TRUE,0%,"1,041.04",8,0,8,8,0%,0.00216,0.000035001,0.002124999,29678714.21,99.784,59421673.21
PF00011205,no_desk_id,OFF00001002,B,10/25/2013,"33,000,000",T,0.00128,USD,0.617784783,"32,999,294",10/23/2013,TRUE,11/1/2013,B,TRUE,TRUE,0%,705.82,9,-2,7,9,0%,0.00132,0.000021389,0.001298611,32955734.93,99.868,65955028.93
PF00011206,no_desk_id,OFF00001002,C,10/24/2013,"38,500,000",M,0.00128,CHF,0.227052174,"38,482,204",10/24/2013,TRUE,12/27/2013,E,TRUE,TRUE,0%,"17,795.56",64,0,64,64,0%,0.00312,0.000462436,0.002657564,38362139.52,99.688,76844343.52
PF00011207,no_desk_id,OFF00001002,C,10/24/2013,"5,148,000",M,0.00128,CHF,0.227052174,"5,147,840",10/24/2013,TRUE,10/31/2013,E,TRUE,TRUE,0%,160.16,7,0,7,7,0%,0.00192,0.000031112,0.001888888,5137956.147,99.808,10285796.15
PF00011208,no_desk_id,OFF00001002,C,10/24/2013,"4,708,000",M,0.00128,CHF,0.227052174,"4,707,854",10/24/2013,TRUE,10/31/2013,E,TRUE,TRUE,0%,146.47,7,0,7,7,0%,0.00192,0.000031112,0.001888888,4698814.92,99.808,9406668.92
PF00011210,no_desk_id,OFF00001002,C,10/25/2013,"123,627,900",M,0.00128,CHF,0.227052174,"123,624,054",10/25/2013,TRUE,11/1/2013,E,TRUE,TRUE,0%,"3,846.20",7,0,7,7,0%,0.00192,0.000031112,0.001888888,123386695.8,99.808,247010749.8
PF00011253,no_desk_id,OFF00001002,C,11/15/2013,"83,820,000",M,0.00129,CHF,0.212847619,"83,802,677",11/14/2013,TRUE,12/16/2013,E,TRUE,TRUE,0%,"17,322.80",32,-1,31,32,0%,0.00288,0.000206709,0.002673291,83561325.29,99.712,167364002.3
PF00011256,no_desk_id,OFF00001002,C,11/14/2013,"8,646,000",M,0.00129,CHF,0.212847619,"8,645,765",11/14/2013,TRUE,11/21/2013,E,TRUE,TRUE,0%,235.36,7,0,7,7,0%,0.00168,0.000027223,0.001652777,8631240.115,99.832,17277005.11
PF00011257,no_desk_id,OFF00001002,C,11/15/2013,"66,000,000",M,0.00129,CHF,0.212847619,"65,998,203",11/15/2013,TRUE,11/22/2013,E,TRUE,TRUE,0%,"1,796.67",7,0,7,7,0%,0.00168,0.000027223,0.001652777,65887326.02,99.832,131885529
PF00011258,no_desk_id,OFF00001002,C,11/15/2013,"248,809,000",M,0.00129,CHF,0.212847619,"248,801,743",11/15/2013,TRUE,11/22/2013,E,TRUE,TRUE,0%,"7,256.93",7,0,7,7,0%,0.0018,0.000029168,0.001770832,248353899.9,99.82,497155642.9
PF00009033,DSK00006172,OFF00001002,C,3/12/2012,"11,000",M,0.00549,CHF,0.376544091,"11,000",3/12/2012,no_in_code,3/13/2012,E,no_hedge_value,TRUE,0%,0.09,1,0,1,1,0%,0.0036,0.000008182,0.003591818,10960.4,99.64,21960.4
PF00009034,DSK00006172,OFF00001002,C,3/12/2012,"4,499,000",M,0.00549,CHF,0.376544091,"4,498,963",3/12/2012,no_in_code,3/13/2012,E,no_hedge_value,TRUE,0%,37.49,1,0,1,1,0%,0.0036,0.000008333,0.003591667,4482766.733,99.64,8981729.733
PF00009035,DSK00006175,OFF00001001,A,3/12/2012,"55,000,000",T,0.00549,USD,1.053447727,"54,997,006",3/12/2012,no_in_code,3/16/2012,A,no_hedge_value,TRUE,1%,"2,994.28",4,0,4,4,1%,0.00588,0.000054444,0.005825556,54673623.6,99.412,109670629.6
PF00009043,DSK00006179,OFF00001001,A,3/14/2012,"1,100,000",T,0.00549,USD,1.053447727,"1,099,940",3/13/2012,no_in_code,3/19/2012,A,no_hedge_value,TRUE,0%,59.58,6,-1,5,6,0%,0.00468,0.000054167,0.004625833,1094792.281,99.532,2194732.281
PF00009044,DSK00006176,OFF00001002,C,3/14/2012,"38,500,000",M,0.00549,CHF,0.376544091,"38,497,305",3/14/2012,no_in_code,3/21/2012,E,no_hedge_value,TRUE,0%,"2,695.00",7,0,7,7,0%,0.00432,0.000070005,0.004249995,38330996.64,99.568,76828301.64
PF00009045,DSK00006176,OFF00001002,C,3/14/2012,"83,017,000",M,0.00549,CHF,0.376544091,"83,011,189",3/14/2012,no_in_code,3/21/2012,E,no_hedge_value,TRUE,0%,"5,811.19",7,0,7,7,0%,0.00432,0.000070005,0.004249995,82652580.66,99.568,165663769.7
PF00009046,DSK00006180,OFF00001002,C,3/14/2012,"24,090,000",M,0.00549,CHF,0.376544091,"24,079,909",3/14/2012,no_in_code,4/12/2012,E,no_hedge_value,TRUE,1%,"10,091.03",29,0,29,29,1%,0.00624,0.000419064,0.005820936,23929650.37,99.376,48009559.37
PF00009048,DSK00006181,OFF00001001,A,3/14/2012,"60,500,000",T,0.00549,USD,1.053447727,"60,499,227",3/14/2012,no_in_code,3/15/2012,A,no_hedge_value,TRUE,1%,773.05,1,0,1,1,1%,0.00552,0.000012778,0.005507222,60165271.27,99.448,120664498.3
PF00009050,DSK00006181,OFF00001002,C,3/14/2012,"8,272,000",M,0.00549,CHF,0.376544091,"8,271,931",3/14/2012,no_in_code,3/15/2012,E,no_hedge_value,TRUE,0%,68.93,1,0,1,1,0%,0.0036,0.000008333,0.003591667,8242152.048,99.64,16514083.05
PF00009054,DSK00006183,OFF00001002,B,3/19/2012,"165,000,000",T,0.00549,USD,1.053447727,"164,983,318",3/15/2012,no_in_code,3/26/2012,B,no_hedge_value,TRUE,1%,"16,681.65",11,-4,7,11,1%,0.00624,0.000101111,0.006138889,163953822.1,99.376,328937140.1
PF00009055,DSK00006183,OFF00001001,A,3/19/2012,"17,600,000",T,0.00549,USD,1.053447727,"17,598,323",3/15/2012,no_in_code,3/26/2012,A,no_hedge_value,TRUE,1%,"1,676.73",11,-4,7,11,1%,0.00588,0.000095278,0.005784722,17494844.86,99.412,35093167.86
PF00009066,DSK00006188,OFF00001001,A,3/20/2012,"180,763,000",T,0.00549,USD,1.053447727,"180,744,725",3/16/2012,no_in_code,3/27/2012,A,no_hedge_value,TRUE,1%,"18,275.30",11,-4,7,11,1%,0.00624,0.000101111,0.006138889,179616877.9,99.376,360361602.9
PF00011046,no_desk_id,OFF00001001,A,8/14/2013,"62,293,000",T,0.0013,USD,0.637588636,"62,256,407",8/12/2013,TRUE,11/14/2013,A,TRUE,TRUE,0%,"36,592.93",94,-2,92,94,0%,0.00276,0.000587778,0.002172222,62084579.32,99.724,124340986.3
PF00011051,no_desk_id,OFF00001001,A,8/14/2013,"9,207,000",T,0.0013,USD,0.637588636,"9,201,592",8/14/2013,TRUE,11/14/2013,A,TRUE,no_status,0%,"5,408.49",92,0,92,92,0%,0.00276,0.000587778,0.002172222,9176195.606,99.724,18377787.61
PF00011052,no_desk_id,OFF00001002,B,8/14/2013,"25,498,000",T,0.0013,USD,0.637588636,"25,495,054",8/14/2013,TRUE,9/16/2013,B,TRUE,TRUE,0%,"2,946.10",33,0,33,33,0%,0.00156,0.000115556,0.001444444,25455281.72,99.844,50950335.72
PF00011053,no_desk_id,OFF00001002,C,8/14/2013,"37,796,000",M,0.0013,CHF,0.237381818,"37,787,076",8/14/2013,TRUE,9/18/2013,E,TRUE,TRUE,0%,"8,924.06",35,0,35,35,0%,0.003,0.000236167,0.002763833,37673714.77,99.7,75460790.77
PF00011054,no_desk_id,OFF00001002,B,8/19/2013,"33,000,000",U,0.0013,JPY,0.395000455,"32,997,159",8/15/2013,TRUE,9/19/2013,F,TRUE,TRUE,0%,"2,841.42",35,-4,31,35,0%,0.0012,0.000086111,0.001113889,32957562.41,99.88,65954721.41
PF00011066,no_desk_id,OFF00001002,C,8/22/2013,"23,859,000",M,0.0013,CHF,0.237381818,"23,858,437",8/22/2013,TRUE,8/27/2013,E,TRUE,TRUE,0%,563.34,5,0,5,5,0%,0.00204,0.000023612,0.002016388,23809765.79,99.796,47668202.79
PF00011067,no_desk_id,OFF00001002,C,8/22/2013,"52,525,000",M,0.0013,CHF,0.237381818,"52,523,760",8/22/2013,TRUE,8/27/2013,E,TRUE,TRUE,0%,"1,240.17",5,0,5,5,0%,0.00204,0.000023612,0.002016388,52416611.53,99.796,104940371.5
PF00011068,no_desk_id,OFF00001001,A,8/26/2013,"8,822,000",T,0.0013,USD,0.637588636,"8,805,348",8/23/2013,TRUE,2/26/2014,A,TRUE,TRUE,0%,"16,651.89",187,-3,184,187,0%,0.00444,0.001891111,0.002548889,8766252.255,99.556,17571600.25
PF00011071,no_desk_id,OFF00001002,C,8/23/2013,"38,500,000",M,0.0013,CHF,0.237381818,"38,483,424",8/23/2013,TRUE,10/24/2013,E,TRUE,TRUE,0%,"16,576.39",62,0,62,62,0%,0.003,0.000430741,0.002569259,38367973.73,99.7,76851397.73
PF00011093,no_desk_id,OFF00001001,A,9/4/2013,"38,500,000",T,0.00129,USD,0.652685714,"38,476,657",9/2/2013,TRUE,12/4/2013,A,TRUE,TRUE,0%,"23,342.51",93,-2,91,93,0%,0.00288,0.000606667,0.002273333,38365844.23,99.712,76842501.23
PF00011098,no_desk_id,OFF00001001,A,9/5/2013,"4,400,000",T,0.00129,USD,0.652685714,"4,397,332",9/3/2013,TRUE,12/5/2013,A,TRUE,TRUE,0%,"2,667.71",93,-2,91,93,0%,0.00288,0.000606666,0.002273334,4384667.684,99.712,8781999.684
PF00011097,no_desk_id,OFF00001002,B,9/5/2013,"33,000,000",U,0.00129,JPY,0.412074286,"32,997,067",9/3/2013,TRUE,10/7/2013,F,TRUE,TRUE,0%,"2,933.07",34,-2,32,34,0%,0.0012,0.000088889,0.001111111,32957470.52,99.88,65954537.52
PF00011104,no_desk_id,OFF00001002,C,9/5/2013,"66,000,000",M,0.00129,CHF,0.240304762,"65,949,400",9/4/2013,TRUE,12/6/2013,E,TRUE,TRUE,0%,"50,600.00",93,-1,92,93,0%,0.0036,0.000767255,0.002832745,65711982.16,99.64,131661382.2
PF00011105,no_desk_id,OFF00001001,A,9/9/2013,"33,000,000",T,0.00129,USD,0.652685714,"32,979,992",9/5/2013,TRUE,12/9/2013,A,TRUE,TRUE,0%,"20,007.86",95,-4,91,95,0%,0.00288,0.000606667,0.002273333,32885009.62,99.712,65865001.62
PF00011131,no_desk_id,OFF00001002,B,9/19/2013,"33,000,000",U,0.00129,JPY,0.412074286,"32,997,067",9/17/2013,TRUE,10/21/2013,F,TRUE,TRUE,0%,"2,933.07",34,-2,32,34,0%,0.0012,0.000088889,0.001111111,32957470.52,99.88,65954537.52
PF00011099,no_desk_id,OFF00001002,C,9/3/2013,"34,672,000",M,0.00129,CHF,0.240304762,"34,670,921",9/3/2013,TRUE,9/10/2013,E,TRUE,TRUE,0%,"1,078.68",7,0,7,7,0%,0.00192,0.000031112,0.001888888,34604352.83,99.808,69275273.83
PF00011100,no_desk_id,OFF00001002,C,9/3/2013,"22,847,000",M,0.00129,CHF,0.240304762,"22,846,289",9/3/2013,TRUE,9/10/2013,E,TRUE,TRUE,0%,710.8,7,0,7,7,0%,0.00192,0.000031112,0.001888888,22802424.13,99.808,45648713.13
PF00011103,no_desk_id,OFF00001002,C,9/4/2013,"9,944,000",M,0.00129,CHF,0.240304762,"9,943,691",9/4/2013,TRUE,9/11/2013,E,TRUE,TRUE,0%,309.37,7,0,7,7,0%,0.00192,0.000031112,0.001888888,9924599.113,99.808,19868290.11
PF00011106,no_desk_id,OFF00001002,C,9/5/2013,"213,675,000",M,0.00129,CHF,0.240304762,"213,647,697",9/5/2013,TRUE,9/25/2013,E,TRUE,TRUE,0%,"27,302.92",20,0,20,20,0%,0.00276,0.000127794,0.002632206,213058029.4,99.724,426705726.4
PF00011107,no_desk_id,OFF00001002,C,9/5/2013,"22,682,000",M,0.00129,CHF,0.240304762,"22,678,812",9/5/2013,TRUE,9/27/2013,E,TRUE,TRUE,0%,"3,188.08",22,0,22,22,0%,0.00276,0.000140575,0.002619425,22616218.48,99.724,45295030.48
PF00011108,no_desk_id,OFF00001002,C,9/5/2013,"142,318,000",M,0.00129,CHF,0.240304762,"142,297,996",9/5/2013,TRUE,9/27/2013,E,TRUE,TRUE,0%,"20,003.59",22,0,22,22,0%,0.00276,0.000140575,0.002619425,141905253.5,99.724,284203249.5
