portfolio_id,desk_id
PF00009309,DSK00006285
PF00009311,DSK00006291
PF00009312,DSK00006292
PF00009315,DSK00006292
PF00009316,DSK00006292
PF00009771,DSK00006489
PF00009779,DSK00006494
PF00008679,DSK00006050
PF00008675,DSK00006049
PF00008692,DSK00006054
PF00008677,DSK00006050
PF00008680,DSK00006050
PF00008681,DSK00006050
PF00008687,DSK00006047
PF00008691,DSK00006054
PF00008693,DSK00006054
PF00008699,DSK00006055
PF00008700,DSK00006051
PF00008702,DSK00006058
PF00008707,DSK00006057
PF00008721,DSK00006061
PF00008722,DSK00006061
PF00009773,DSK00006491
PF00009774,DSK00006491
PF00009775,DSK00006492
PF00009777,DSK00006492
PF00009791,DSK00006497
PF00009792,DSK00006498
PF00008528,DSK00006009
PF00008549,DSK00006013
PF00008557,DSK00006015
PF00008558,DSK00006015
PF00008776,DSK00006079
PF00008777,DSK00006083
PF00008778,DSK00006084
PF00008779,DSK00006085
PF00008780,DSK00006085
PF00008781,DSK00006085
PF00008782,DSK00006076
PF00008791,DSK00006089
PF00008794,DSK00006088
PF00008798,DSK00006090
PF00008799,DSK00006090
PF00008801,DSK00006086
PF00008803,DSK00006092
PF00008804,DSK00006093
PF00009563,DSK00006396
PF00009564,DSK00006397
PF00009570,DSK00006399
PF00009571,DSK00006400
PF00009572,DSK00006400
PF00009573,DSK00006400
PF00009574,DSK00006399
PF00009576,DSK00006399
PF00009577,DSK00006399
PF00009578,DSK00006399
PF00009579,DSK00006402
PF00009580,DSK00006402
PF00009581,DSK00006402
PF00009585,DSK00006401
PF00009587,DSK00006403
PF00008434,DSK00005985
PF00008435,DSK00005986
PF00008449,DSK00005990
PF00008453,DSK00005990
PF00008454,DSK00005990
PF00008466,DSK00005991
PF00008467,DSK00005991
PF00008512,DSK00006004
PF00008513,DSK00006004
PF00008514,DSK00006004
PF00008515,DSK00006004
PF00008516,DSK00006004
PF00008517,DSK00006004
PF00008518,DSK00006004
PF00008520,DSK00006006
PF00008525,DSK00006007
PF00008527,DSK00006008
PF00008818,DSK00006096
PF00008819,DSK00006096
PF00008820,DSK00006096
PF00009266,DSK00006273
PF00009267,DSK00006273
PF00009286,DSK00006279
PF00009269,DSK00006274
PF00009280,DSK00006278
PF00009287,DSK00006280
PF00009288,DSK00006280
PF00009289,DSK00006280
PF00009291,DSK00006282
PF00009292,DSK00006282
PF00009294,DSK00006282
PF00009392,DSK00006327
PF00009393,DSK00006327
PF00009397,DSK00006328
PF00009402,DSK00006326
PF00009403,DSK00006326
PF00009406,DSK00006330
PF00009413,DSK00006334
PF00009419,DSK00006335
PF00009318,DSK00006294
PF00009319,DSK00006295
PF00009320,DSK00006296
PF00009322,DSK00006295
PF00009323,DSK00006295
PF00009461,DSK00006347
PF00009589,DSK00006404
PF00009475,DSK00006357
PF00009476,DSK00006358
PF00009477,DSK00006358
PF00009478,DSK00006358
PF00009590,DSK00006405
PF00009591,DSK00006405
PF00009592,DSK00006403
PF00009724,DSK00006463
PF00009725,DSK00006463
PF00009726,DSK00006466
PF00009727,DSK00006466
PF00009730,DSK00006468
PF00009731,DSK00006469
PF00009732,DSK00006469
PF00009733,DSK00006469
PF00009738,DSK00006472
PF00009757,DSK00006481
PF00009758,DSK00006481
PF00009781,DSK00006488
PF00009782,DSK00006493
PF00009788,DSK00006496
PF00009789,DSK00006496
PF00009790,DSK00006496
PF00009826,DSK00006513
PF00009830,DSK00006515
PF00009848,DSK00006522
PF00009834,DSK00006511
PF00009835,DSK00006511
PF00009836,DSK00006511
PF00009838,DSK00006518
PF00009846,DSK00006522
PF00008422,DSK00005978
PF00008425,DSK00005978
PF00008426,DSK00005978
PF00008427,DSK00005978
PF00008566,DSK00006019
PF00008576,DSK00006023
PF00008591,DSK00006026
PF00008592,DSK00006026
PF00008593,DSK00006026
PF00008594,DSK00006026
PF00008595,DSK00006026
PF00008904,DSK00006128
PF00009422,DSK00006337
PF00009423,DSK00006339
PF00009425,DSK00006340
PF00009858,DSK00006523
PF00009428,DSK00006339
PF00009440,DSK00006343
PF00009441,DSK00006343
PF00009442,DSK00006343
PF00009859,DSK00006528
PF00009862,DSK00006529
PF00009863,DSK00006530
PF00009864,DSK00006530
PF00009865,DSK00006531
PF00009866,DSK00006531
PF00009868,DSK00006532
PF00009869,DSK00006533
PF00009870,DSK00006528
PF00009871,DSK00006528
PF00009872,DSK00006528
PF00009873,DSK00006534
PF00009875,DSK00006529
PF00009876,DSK00006536
PF00009877,DSK00006537
PF00009878,DSK00006536
PF00008443,DSK00005974
PF00008446,DSK00005989
PF00008447,DSK00005990
PF00008451,DSK00005990
PF00008472,DSK00005995
PF00008463,DSK00005991
PF00008471,DSK00005995
PF00008474,DSK00005995
PF00008481,DSK00005997
PF00008484,DSK00005996
PF00008723,DSK00006062
PF00008728,DSK00006059
PF00008736,DSK00006068
PF00008739,DSK00006068
PF00008743,DSK00006070
PF00008749,DSK00006072
PF00008753,DSK00006075
PF00009234,DSK00006260
PF00009237,DSK00006261
PF00009238,DSK00006261
PF00009239,DSK00006261
PF00009246,DSK00006265
PF00009247,DSK00006265
PF00009248,DSK00006265
PF00009249,DSK00006265
PF00009250,DSK00006265
PF00009251,DSK00006266
PF00009257,DSK00006269
PF00009264,DSK00006271
PF00009849,DSK00006523
PF00008431,DSK00005982
PF00009303,DSK00006282
PF00009305,DSK00006290
PF00009324,DSK00006297
PF00009328,DSK00006297
PF00009329,DSK00006297
PF00009330,DSK00006297
PF00009342,DSK00006305
PF00009344,DSK00006303
PF00009345,DSK00006303
PF00009347,DSK00006306
PF00009348,DSK00006306
PF00009464,DSK00006354
PF00009466,DSK00006354
PF00009914,DSK00006553
PF00009916,DSK00006554
PF00009917,DSK00006552
PF00009918,DSK00006552
PF00009921,DSK00006552
PF00009922,DSK00006556
PF00009926,DSK00006559
PF00009928,DSK00006560
PF00009930,DSK00006561
PF00009938,DSK00006563
PF00009939,DSK00006564
PF00009940,DSK00006565
PF00009941,DSK00006565
PF00009942,DSK00006558
PF00009944,DSK00006558
PF00008428,DSK00005979
PF00008429,DSK00005980
PF00008611,DSK00006030
PF00008608,DSK00006031
PF00008616,DSK00006030
PF00008622,DSK00006027
PF00008612,DSK00006030
PF00008613,DSK00006030
PF00008614,DSK00006030
PF00008615,DSK00006030
PF00008617,DSK00006030
PF00008621,DSK00006032
PF00008626,DSK00006033
PF00008627,DSK00006033
PF00008634,DSK00006036
PF00008635,DSK00006037
PF00008645,DSK00006039
PF00008646,DSK00006048
PF00008650,DSK00006038
PF00008656,DSK00006038
PF00008657,DSK00006041
PF00008658,DSK00006042
PF00008992,DSK00006157
PF00008996,DSK00006159
PF00008997,DSK00006159
PF00008998,DSK00006160
PF00008999,DSK00006160
PF00009000,DSK00006162
PF00009001,DSK00006161
PF00009003,DSK00006160
PF00009004,DSK00006160
PF00009005,DSK00006158
PF00009006,DSK00006158
PF00009007,DSK00006163
PF00009008,DSK00006163
PF00009017,DSK00006167
PF00009018,DSK00006167
PF00009025,DSK00006171
PF00009028,DSK00006168
PF00009029,DSK00006168
PF00009165,DSK00006233
PF00008672,DSK00006048
PF00008684,DSK00006050
PF00008685,DSK00006047
PF00008686,DSK00006047
PF00009633,DSK00006422
PF00009634,DSK00006422
PF00009636,DSK00006422
PF00009638,DSK00006423
PF00009639,DSK00006423
PF00009643,DSK00006424
PF00009644,DSK00006424
PF00009645,DSK00006424
PF00009646,DSK00006425
PF00009659,DSK00006431
PF00009660,DSK00006431
PF00009662,DSK00006425
PF00008530,DSK00006009
PF00008531,DSK00006009
PF00008534,DSK00006010
PF00008535,DSK00006006
PF00008536,DSK00006011
PF00008537,DSK00006011
PF00008538,DSK00006011
PF00008539,DSK00006011
PF00008544,DSK00006011
PF00008545,DSK00006011
PF00008546,DSK00006012
PF00008554,DSK00006013
PF00008556,DSK00006014
PF00008551,DSK00006013
PF00008561,DSK00006015
PF00008562,DSK00006016
PF00008913,DSK00006132
PF00008914,DSK00006129
PF00008915,DSK00006129
PF00008916,DSK00006129
PF00008918,DSK00006133
PF00008919,DSK00006134
PF00008920,DSK00006134
PF00009112,DSK00006210
PF00009114,DSK00006206
PF00009116,DSK00006211
PF00009117,DSK00006211
PF00009118,DSK00006212
PF00009119,DSK00006213
PF00009170,DSK00006235
PF00009171,DSK00006236
PF00009172,DSK00006234
PF00009185,DSK00006242
PF00009663,DSK00006432
PF00009664,DSK00006432
PF00009668,DSK00006435
PF00009669,DSK00006435
PF00009670,DSK00006435
PF00009672,DSK00006437
PF00009904,DSK00006550
PF00009905,DSK00006550
PF00009906,DSK00006550
PF00009907,DSK00006546
PF00009909,DSK00006551
PF00009910,DSK00006551
PF00009911,DSK00006545
PF00009913,DSK00006552
PF00008439,DSK00005986
PF00008440,DSK00005986
PF00008458,DSK00005987
PF00008459,DSK00005987
PF00008460,DSK00005991
PF00008461,DSK00005991
PF00008470,DSK00005995
PF00008476,DSK00005995
PF00008479,DSK00005996
PF00008870,DSK00006113
PF00008871,DSK00006117
PF00008873,DSK00006113
PF00008874,DSK00006116
PF00008875,DSK00006117
PF00008876,DSK00006117
PF00008881,DSK00006120
PF00008893,DSK00006124
PF00008894,DSK00006125
PF00009675,DSK00006439
PF00009677,DSK00006434
PF00009678,DSK00006434
PF00009680,DSK00006438
PF00009735,DSK00006471
PF00009736,DSK00006471
PF00009737,DSK00006471
PF00009740,DSK00006468
PF00009741,DSK00006468
PF00009742,DSK00006468
PF00009747,DSK00006473
PF00009748,DSK00006473
PF00008640,DSK00006037
PF00008641,DSK00006037
PF00008642,DSK00006037
PF00008647,DSK00006040
PF00008662,DSK00006045
PF00008663,DSK00006045
PF00008664,DSK00006046
PF00008665,DSK00006046
PF00008668,DSK00006045
PF00009242,DSK00006265
PF00009253,DSK00006267
PF00009254,DSK00006268
PF00009255,DSK00006266
PF00009256,DSK00006266
PF00009521,DSK00006378
PF00009522,DSK00006379
PF00009523,DSK00006379
PF00009524,DSK00006379
PF00009525,DSK00006380
PF00009529,DSK00006383
PF00009530,DSK00006384
PF00009531,DSK00006384
PF00009568,DSK00006395
PF00009554,DSK00006393
PF00009575,DSK00006401
PF00009582,DSK00006399
PF00009159,DSK00006229
PF00009181,DSK00006239
PF00009182,DSK00006239
PF00009750,DSK00006477
PF00009751,DSK00006478
PF00009752,DSK00006472
PF00009753,DSK00006479
PF00009754,DSK00006480
PF00009799,DSK00006498
PF00009807,DSK00006505
PF00009808,DSK00006506
PF00009809,DSK00006506
PF00009810,DSK00006506
PF00009811,DSK00006502
PF00009812,DSK00006502
PF00009813,DSK00006507
PF00009885,DSK00006540
PF00009893,DSK00006543
PF00009894,DSK00006544
PF00009186,DSK00006242
PF00009187,DSK00006242
PF00009188,DSK00006242
PF00009190,DSK00006243
PF00012686,no_desk_id
PF00012692,no_desk_id
PF00012693,no_desk_id
PF00012694,no_desk_id
PF00012722,no_desk_id
PF00012723,no_desk_id
PF00012724,no_desk_id
PF00012732,no_desk_id
PF00013566,no_desk_id
PF00013567,no_desk_id
PF00013569,no_desk_id
PF00013571,no_desk_id
PF00013576,no_desk_id
PF00013579,no_desk_id
PF00013580,no_desk_id
PF00013583,no_desk_id
PF00013586,no_desk_id
PF00013587,no_desk_id
PF00013590,no_desk_id
PF00013591,no_desk_id
PF00013950,no_desk_id
PF00013951,no_desk_id
PF00013953,no_desk_id
PF00013954,no_desk_id
PF00013957,no_desk_id
PF00015042,no_desk_id
PF00015043,no_desk_id
PF00015048,no_desk_id
PF00015049,no_desk_id
PF00015051,no_desk_id
PF00015196,no_desk_id
PF00015585,no_desk_id
PF00015589,no_desk_id
PF00013334,no_desk_id
PF00013335,no_desk_id
PF00013336,no_desk_id
PF00013337,no_desk_id
PF00013338,no_desk_id
PF00013339,no_desk_id
PF00013340,no_desk_id
PF00013341,no_desk_id
PF00013348,no_desk_id
PF00013349,no_desk_id
PF00013351,no_desk_id
PF00013353,no_desk_id
PF00013354,no_desk_id
PF00013360,no_desk_id
PF00013361,no_desk_id
PF00013362,no_desk_id
PF00013363,no_desk_id
PF00013364,no_desk_id
PF00013365,no_desk_id
PF00013974,no_desk_id
PF00013984,no_desk_id
PF00013985,no_desk_id
PF00013986,no_desk_id
PF00013987,no_desk_id
PF00014676,no_desk_id
PF00014677,no_desk_id
PF00014678,no_desk_id
PF00015609,no_desk_id
PF00015612,no_desk_id
PF00015617,no_desk_id
PF00015618,no_desk_id
PF00014306,no_desk_id
PF00014307,no_desk_id
PF00014308,no_desk_id
PF00014309,no_desk_id
PF00014310,no_desk_id
PF00014311,no_desk_id
PF00014312,no_desk_id
PF00014313,no_desk_id
PF00014317,no_desk_id
PF00014338,no_desk_id
PF00014356,no_desk_id
PF00014358,no_desk_id
PF00014359,no_desk_id
PF00014617,no_desk_id
PF00014618,no_desk_id
PF00014619,no_desk_id
PF00014620,no_desk_id
PF00015035,no_desk_id
PF00015036,no_desk_id
PF00015037,no_desk_id
PF00015103,no_desk_id
PF00015104,no_desk_id
PF00015161,no_desk_id
PF00015162,no_desk_id
PF00015163,no_desk_id
PF00015165,no_desk_id
PF00015167,no_desk_id
PF00015168,no_desk_id
PF00015169,no_desk_id
PF00015185,no_desk_id
PF00015197,no_desk_id
PF00015198,no_desk_id
PF00013725,no_desk_id
PF00013731,no_desk_id
PF00013735,no_desk_id
PF00013736,no_desk_id
PF00013739,no_desk_id
PF00013740,no_desk_id
PF00013746,no_desk_id
PF00013850,no_desk_id
PF00013852,no_desk_id
PF00013854,no_desk_id
PF00013857,no_desk_id
PF00013859,no_desk_id
PF00013195,no_desk_id
PF00013198,no_desk_id
PF00013199,no_desk_id
PF00013203,no_desk_id
PF00013204,no_desk_id
PF00013207,no_desk_id
PF00013676,no_desk_id
PF00013677,no_desk_id
PF00013681,no_desk_id
PF00013682,no_desk_id
PF00013690,no_desk_id
PF00013691,no_desk_id
PF00013696,no_desk_id
PF00013697,no_desk_id
PF00013700,no_desk_id
PF00013712,no_desk_id
PF00013713,no_desk_id
PF00014509,no_desk_id
PF00014511,no_desk_id
PF00014512,no_desk_id
PF00015054,no_desk_id
PF00015055,no_desk_id
PF00015058,no_desk_id
PF00015059,no_desk_id
PF00015061,no_desk_id
PF00015063,no_desk_id
PF00015064,no_desk_id
PF00015066,no_desk_id
PF00015199,no_desk_id
PF00015201,no_desk_id
PF00015203,no_desk_id
PF00015204,no_desk_id
PF00015205,no_desk_id
PF00015209,no_desk_id
PF00015215,no_desk_id
PF00015218,no_desk_id
PF00015221,no_desk_id
PF00015223,no_desk_id
PF00015246,no_desk_id
PF00015247,no_desk_id
PF00015248,no_desk_id
PF00015253,no_desk_id
PF00015269,no_desk_id
PF00015271,no_desk_id
PF00015273,no_desk_id
PF00015275,no_desk_id
PF00015638,no_desk_id
PF00013366,no_desk_id
PF00013367,no_desk_id
PF00013787,no_desk_id
PF00013788,no_desk_id
PF00013790,no_desk_id
PF00013791,no_desk_id
PF00013907,no_desk_id
PF00013908,no_desk_id
PF00013909,no_desk_id
PF00013910,no_desk_id
PF00013912,no_desk_id
PF00013913,no_desk_id
PF00013919,no_desk_id
PF00013958,no_desk_id
PF00013959,no_desk_id
PF00013960,no_desk_id
PF00013962,no_desk_id
PF00013965,no_desk_id
PF00014490,no_desk_id
PF00012480,no_desk_id
PF00012482,no_desk_id
PF00012483,no_desk_id
PF00012484,no_desk_id
PF00012485,no_desk_id
PF00012487,no_desk_id
PF00012488,no_desk_id
PF00012490,no_desk_id
PF00012491,no_desk_id
PF00012493,no_desk_id
PF00012496,no_desk_id
PF00012497,no_desk_id
PF00012518,no_desk_id
PF00012519,no_desk_id
PF00012523,no_desk_id
PF00012772,no_desk_id
PF00012777,no_desk_id
PF00012784,no_desk_id
PF00012791,no_desk_id
PF00012801,no_desk_id
PF00012805,no_desk_id
PF00012807,no_desk_id
PF00012810,no_desk_id
PF00012818,no_desk_id
PF00012819,no_desk_id
PF00012820,no_desk_id
PF00015138,no_desk_id
PF00015139,no_desk_id
PF00015140,no_desk_id
PF00015143,no_desk_id
PF00015144,no_desk_id
PF00015145,no_desk_id
PF00015146,no_desk_id
PF00015149,no_desk_id
PF00015151,no_desk_id
PF00015152,no_desk_id
PF00015407,no_desk_id
PF00015408,no_desk_id
PF00015409,no_desk_id
PF00015412,no_desk_id
PF00015414,no_desk_id
PF00015438,no_desk_id
PF00015442,no_desk_id
PF00013802,no_desk_id
PF00013805,no_desk_id
PF00013806,no_desk_id
PF00013856,no_desk_id
PF00013940,no_desk_id
PF00013941,no_desk_id
PF00013944,no_desk_id
PF00013945,no_desk_id
PF00014633,no_desk_id
PF00014634,no_desk_id
PF00014637,no_desk_id
PF00014638,no_desk_id
PF00014639,no_desk_id
PF00014640,no_desk_id
PF00014641,no_desk_id
PF00014647,no_desk_id
PF00014648,no_desk_id
PF00014698,no_desk_id
PF00014877,no_desk_id
PF00014878,no_desk_id
PF00014879,no_desk_id
PF00014880,no_desk_id
PF00013825,no_desk_id
PF00013848,no_desk_id
PF00013849,no_desk_id
PF00013866,no_desk_id
PF00013868,no_desk_id
PF00013870,no_desk_id
PF00013872,no_desk_id
PF00014021,no_desk_id
PF00014133,no_desk_id
PF00014297,no_desk_id
PF00014301,no_desk_id
PF00014320,no_desk_id
PF00014323,no_desk_id
PF00014332,no_desk_id
PF00014333,no_desk_id
PF00014335,no_desk_id
PF00014337,no_desk_id
PF00014405,no_desk_id
PF00014407,no_desk_id
PF00014408,no_desk_id
PF00014410,no_desk_id
PF00014411,no_desk_id
PF00014412,no_desk_id
PF00014414,no_desk_id
PF00014815,no_desk_id
PF00014816,no_desk_id
PF00014817,no_desk_id
PF00014818,no_desk_id
PF00014819,no_desk_id
PF00014820,no_desk_id
PF00014821,no_desk_id
PF00014823,no_desk_id
PF00014824,no_desk_id
PF00014825,no_desk_id
PF00014827,no_desk_id
PF00014831,no_desk_id
PF00014832,no_desk_id
PF00014833,no_desk_id
PF00014834,no_desk_id
PF00014836,no_desk_id
PF00014837,no_desk_id
PF00014865,no_desk_id
PF00014867,no_desk_id
PF00014868,no_desk_id
PF00014869,no_desk_id
PF00014870,no_desk_id
PF00014873,no_desk_id
PF00014875,no_desk_id
PF00014876,no_desk_id
PF00014389,no_desk_id
PF00014390,no_desk_id
PF00014391,no_desk_id
PF00014392,no_desk_id
PF00014394,no_desk_id
PF00014421,no_desk_id
PF00014424,no_desk_id
PF00014425,no_desk_id
PF00014998,no_desk_id
PF00014999,no_desk_id
PF00015000,no_desk_id
PF00015369,no_desk_id
PF00015395,no_desk_id
PF00015398,no_desk_id
PF00015399,no_desk_id
PF00015402,no_desk_id
PF00015403,no_desk_id
PF00013879,no_desk_id
PF00014622,no_desk_id
PF00014623,no_desk_id
PF00014624,no_desk_id
PF00014626,no_desk_id
PF00014627,no_desk_id
PF00014628,no_desk_id
PF00014629,no_desk_id
PF00014631,no_desk_id
PF00015501,no_desk_id
PF00015503,no_desk_id
PF00015504,no_desk_id
PF00015505,no_desk_id
PF00014977,no_desk_id
PF00014979,no_desk_id
PF00014983,no_desk_id
PF00014984,no_desk_id
PF00014985,no_desk_id
PF00014986,no_desk_id
PF00014987,no_desk_id
PF00014988,no_desk_id
PF00014989,no_desk_id
PF00015430,no_desk_id
PF00015431,no_desk_id
PF00015436,no_desk_id
PF00015437,no_desk_id
PF00015473,no_desk_id
PF00015475,no_desk_id
PF00015476,no_desk_id
PF00015640,no_desk_id
PF00015641,no_desk_id
PF00015428,no_desk_id
PF00012844,no_desk_id
PF00012846,no_desk_id
PF00012858,no_desk_id
PF00012870,no_desk_id
PF00012879,no_desk_id
PF00012880,no_desk_id
PF00012881,no_desk_id
PF00012882,no_desk_id
PF00012884,no_desk_id
PF00012885,no_desk_id
PF00012887,no_desk_id
PF00013558,no_desk_id
PF00013559,no_desk_id
PF00013560,no_desk_id
PF00013561,no_desk_id
PF00013562,no_desk_id
PF00013563,no_desk_id
PF00013565,no_desk_id
PF00013582,no_desk_id
PF00013597,no_desk_id
PF00015629,no_desk_id
PF00014795,no_desk_id
PF00014796,no_desk_id
PF00014797,no_desk_id
PF00014800,no_desk_id
PF00014801,no_desk_id
PF00014807,no_desk_id
PF00015522,no_desk_id
PF00015523,no_desk_id
PF00015524,no_desk_id
PF00015581,no_desk_id
PF00015582,no_desk_id
PF00015365,no_desk_id
PF00015368,no_desk_id
PF00013381,no_desk_id
PF00013397,no_desk_id
PF00013398,no_desk_id
PF00015628,no_desk_id
PF00014230,no_desk_id
PF00014231,no_desk_id
PF00014232,no_desk_id
PF00014262,no_desk_id
PF00014264,no_desk_id
PF00014265,no_desk_id
PF00014266,no_desk_id
PF00014269,no_desk_id
PF00014273,no_desk_id
PF00014469,no_desk_id
PF00014470,no_desk_id
PF00014471,no_desk_id
PF00014746,no_desk_id
PF00014747,no_desk_id
PF00015256,no_desk_id
PF00015257,no_desk_id
PF00015258,no_desk_id
PF00015340,no_desk_id
PF00015341,no_desk_id
PF00015346,no_desk_id
PF00015348,no_desk_id
PF00015349,no_desk_id
PF00015351,no_desk_id
PF00015353,no_desk_id
PF00015354,no_desk_id
PF00015355,no_desk_id
PF00013038,no_desk_id
PF00013039,no_desk_id
PF00013041,no_desk_id
PF00013046,no_desk_id
PF00013050,no_desk_id
PF00013051,no_desk_id
PF00013053,no_desk_id
PF00013062,no_desk_id
PF00013173,no_desk_id
PF00013715,no_desk_id
PF00015606,no_desk_id
PF00012673,no_desk_id
PF00012674,no_desk_id
PF00012675,no_desk_id
PF00012676,no_desk_id
PF00012677,no_desk_id
PF00012680,no_desk_id
PF00012681,no_desk_id
PF00012682,no_desk_id
PF00012683,no_desk_id
PF00012685,no_desk_id
PF00012703,no_desk_id
PF00012716,no_desk_id
PF00012717,no_desk_id
PF00012719,no_desk_id
PF00012720,no_desk_id
PF00012757,no_desk_id
PF00012758,no_desk_id
PF00012759,no_desk_id
PF00012761,no_desk_id
PF00012766,no_desk_id
PF00012767,no_desk_id
PF00012768,no_desk_id
PF00012771,no_desk_id
PF00012773,no_desk_id
PF00012778,no_desk_id
PF00012779,no_desk_id
PF00012780,no_desk_id
PF00012781,no_desk_id
PF00012792,no_desk_id
PF00012796,no_desk_id
PF00012822,no_desk_id
PF00013989,no_desk_id
PF00013992,no_desk_id
PF00014055,no_desk_id
PF00014056,no_desk_id
PF00014060,no_desk_id
PF00014061,no_desk_id
PF00014064,no_desk_id
PF00014065,no_desk_id
PF00014085,no_desk_id
PF00014236,no_desk_id
PF00014366,no_desk_id
PF00014672,no_desk_id
PF00014673,no_desk_id
PF00014675,no_desk_id
PF00014810,no_desk_id
PF00014811,no_desk_id
PF00014812,no_desk_id
PF00015272,no_desk_id
PF00015274,no_desk_id
PF00015280,no_desk_id
PF00015277,no_desk_id
PF00015278,no_desk_id
PF00015281,no_desk_id
PF00015282,no_desk_id
PF00015317,no_desk_id
PF00015318,no_desk_id
PF00015319,no_desk_id
PF00015320,no_desk_id
PF00015322,no_desk_id
PF00015328,no_desk_id
PF00012500,no_desk_id
PF00012501,no_desk_id
PF00012512,no_desk_id
PF00012513,no_desk_id
PF00012514,no_desk_id
PF00012744,no_desk_id
PF00012746,no_desk_id
PF00014255,no_desk_id
PF00014263,no_desk_id
PF00014271,no_desk_id
PF00014272,no_desk_id
PF00014277,no_desk_id
PF00014278,no_desk_id
PF00014279,no_desk_id
PF00014280,no_desk_id
PF00014281,no_desk_id
PF00013978,no_desk_id
PF00013979,no_desk_id
PF00013981,no_desk_id
PF00013983,no_desk_id
PF00014041,no_desk_id
PF00014042,no_desk_id
PF00014043,no_desk_id
PF00014044,no_desk_id
PF00014045,no_desk_id
PF00014202,no_desk_id
PF00014203,no_desk_id
PF00014283,no_desk_id
PF00014284,no_desk_id
PF00014285,no_desk_id
PF00014286,no_desk_id
PF00014289,no_desk_id
PF00014298,no_desk_id
PF00014299,no_desk_id
PF00014561,no_desk_id
PF00014562,no_desk_id
PF00014564,no_desk_id
PF00014565,no_desk_id
PF00014567,no_desk_id
PF00014568,no_desk_id
PF00014569,no_desk_id
PF00014570,no_desk_id
PF00014571,no_desk_id
PF00014572,no_desk_id
PF00014573,no_desk_id
PF00014574,no_desk_id
PF00014575,no_desk_id
PF00014576,no_desk_id
PF00014577,no_desk_id
PF00012659,no_desk_id
PF00012660,no_desk_id
PF00012661,no_desk_id
PF00012664,no_desk_id
PF00012670,no_desk_id
PF00012671,no_desk_id
PF00012825,no_desk_id
PF00012848,no_desk_id
PF00012849,no_desk_id
PF00012865,no_desk_id
PF00012866,no_desk_id
PF00012868,no_desk_id
PF00012872,no_desk_id
PF00012873,no_desk_id
PF00012874,no_desk_id
PF00012875,no_desk_id
PF00012876,no_desk_id
PF00012877,no_desk_id
PF00012878,no_desk_id
PF00012889,no_desk_id
PF00012895,no_desk_id
PF00012900,no_desk_id
PF00012903,no_desk_id
PF00012908,no_desk_id
PF00012916,no_desk_id
PF00012918,no_desk_id
PF00012919,no_desk_id
PF00012921,no_desk_id
PF00014275,no_desk_id
PF00014276,no_desk_id
PF00014282,no_desk_id
PF00014293,no_desk_id
PF00014294,no_desk_id
PF00014295,no_desk_id
PF00014296,no_desk_id
PF00014735,no_desk_id
PF00014736,no_desk_id
PF00014738,no_desk_id
PF00014739,no_desk_id
PF00014745,no_desk_id
PF00014861,no_desk_id
PF00014872,no_desk_id
PF00014898,no_desk_id
PF00014901,no_desk_id
PF00015330,no_desk_id
PF00015331,no_desk_id
PF00015333,no_desk_id
PF00015334,no_desk_id
PF00015336,no_desk_id
PF00015337,no_desk_id
PF00015338,no_desk_id
PF00015342,no_desk_id
PF00015363,no_desk_id
PF00015364,no_desk_id
PF00015406,no_desk_id
PF00015410,no_desk_id
PF00015511,no_desk_id
PF00012637,no_desk_id
PF00012640,no_desk_id
PF00012641,no_desk_id
PF00012642,no_desk_id
PF00012644,no_desk_id
PF00012649,no_desk_id
PF00012651,no_desk_id
PF00012652,no_desk_id
PF00012654,no_desk_id
PF00012656,no_desk_id
PF00013214,no_desk_id
PF00013216,no_desk_id
PF00013218,no_desk_id
PF00013219,no_desk_id
PF00013228,no_desk_id
PF00013230,no_desk_id
PF00013231,no_desk_id
PF00013234,no_desk_id
PF00013235,no_desk_id
PF00013236,no_desk_id
PF00013237,no_desk_id
PF00013238,no_desk_id
PF00013240,no_desk_id
PF00013241,no_desk_id
PF00013242,no_desk_id
PF00013244,no_desk_id
PF00014254,no_desk_id
PF00014360,no_desk_id
PF00014361,no_desk_id
PF00014362,no_desk_id
PF00014364,no_desk_id
PF00014369,no_desk_id
PF00014370,no_desk_id
PF00014371,no_desk_id
PF00014373,no_desk_id
PF00014374,no_desk_id
PF00014382,no_desk_id
PF00014384,no_desk_id
PF00014386,no_desk_id
PF00014388,no_desk_id
PF00014396,no_desk_id
PF00014398,no_desk_id
PF00014399,no_desk_id
PF00014402,no_desk_id
PF00014579,no_desk_id
PF00014813,no_desk_id
PF00014891,no_desk_id
PF00012646,no_desk_id
PF00012647,no_desk_id
PF00012655,no_desk_id
PF00012928,no_desk_id
PF00012996,no_desk_id
PF00012997,no_desk_id
PF00013011,no_desk_id
PF00013019,no_desk_id
PF00013020,no_desk_id
PF00013021,no_desk_id
PF00013024,no_desk_id
PF00013037,no_desk_id
PF00013188,no_desk_id
PF00013189,no_desk_id
PF00013210,no_desk_id
PF00013211,no_desk_id
PF00013212,no_desk_id
PF00013220,no_desk_id
PF00013221,no_desk_id
PF00013222,no_desk_id
PF00013223,no_desk_id
PF00013224,no_desk_id
PF00013227,no_desk_id
PF00013232,no_desk_id
PF00013245,no_desk_id
PF00013332,no_desk_id
PF00013333,no_desk_id
PF00014136,no_desk_id
PF00014137,no_desk_id
PF00014140,no_desk_id
PF00014141,no_desk_id
PF00014142,no_desk_id
PF00014143,no_desk_id
PF00014700,no_desk_id
