,portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,absolute_return,period_of_holding,start-creation,creation-sell
3945,PF00014066,no_desk_id,OFF00001002,C,6/7/2016,50831000,M,-0.00349,CHF,-0.556872727,50735917.79,6/7/2016,TRUE,9/6/2016,E,FALSE,TRUE,95082.20944,91,0,91
3946,PF00014235,no_desk_id,OFF00001002,C,7/27/2016,111243000,M,-0.00363,CHF,-0.56072381,111232184.7,7/27/2016,TRUE,8/3/2016,E,FALSE,TRUE,10815.29167,7,0,7
3947,PF00014671,no_desk_id,OFF00001002,B,11/30/2016,154000000,N,-0.00374,GBP,0.805148636,153991140.2,11/28/2016,TRUE,12/7/2016,C,FALSE,TRUE,8859.764233,9,-2,9
3948,PF00014674,no_desk_id,OFF00001002,C,11/28/2016,44000000,M,-0.00374,CHF,-0.494990909,43995722.22,11/28/2016,TRUE,12/5/2016,E,FALSE,TRUE,4277.777778,7,0,7
3949,PF00015224,no_desk_id,OFF00001002,C,4/25/2017,58168000,M,-0.00151,CHF,-0.42513,58153458,4/25/2017,TRUE,5/5/2017,E,FALSE,TRUE,14542,10,0,10
3950,PF00015321,no_desk_id,OFF00001002,B,5/23/2017,44000000,T,-0.00157,USD,1.597373043,44011296.23,5/22/2017,TRUE,6/26/2017,B,FALSE,TRUE,-11296.2327,35,-1,35
3951,PF00015325,no_desk_id,OFF00001002,C,5/23/2017,9273000,M,-0.00157,CHF,-0.445556522,9270681.75,5/23/2017,TRUE,6/1/2017,E,FALSE,TRUE,2318.25,9,0,9
3952,PF00015326,no_desk_id,OFF00001002,C,5/23/2017,115291000,M,-0.00157,CHF,-0.445556522,115073708.5,5/23/2017,TRUE,7/21/2017,E,FALSE,TRUE,217291.5097,59,0,59
3953,PF00015329,no_desk_id,OFF00001002,C,5/24/2017,22000000,M,-0.00157,CHF,-0.445556522,21995765,5/24/2017,TRUE,6/1/2017,E,FALSE,TRUE,4235,8,0,8
3954,PF00012486,no_desk_id,OFF00001002,B,1/8/2015,38500000,T,0.00016,USD,0.593886364,38496920.25,1/6/2015,TRUE,2/9/2015,B,FALSE,TRUE,3079.75362,34,-2,34
3955,PF00012509,no_desk_id,OFF00001002,C,1/15/2015,23694000,M,0.00016,CHF,-0.314090909,23689438.91,1/15/2015,TRUE,2/17/2015,E,FALSE,TRUE,4561.095,33,0,33
3956,PF00012511,no_desk_id,OFF00001002,C,1/16/2015,781000,M,0.00016,CHF,-0.314090909,780975.7022,1/16/2015,TRUE,1/23/2015,E,FALSE,TRUE,24.29777778,7,0,7
3957,PF00012516,no_desk_id,OFF00001002,B,1/23/2015,55000000,N,0.00016,GBP,0.918294091,54994199.24,1/21/2015,TRUE,2/2/2015,C,FALSE,TRUE,5800.758002,12,-2,12
3958,PF00012745,no_desk_id,OFF00001002,C,4/24/2015,40436000,M,-0.00017,CHF,-0.559409091,40427744.32,4/24/2015,TRUE,5/29/2015,E,FALSE,TRUE,8255.683333,35,0,35
3959,PF00012747,no_desk_id,OFF00001002,C,4/24/2015,27676000,M,-0.00017,CHF,-0.559409091,27670349.48,4/24/2015,TRUE,5/29/2015,E,FALSE,TRUE,5650.516667,35,0,35
3960,PF00012748,no_desk_id,OFF00001002,C,4/24/2015,22000000,M,-0.00017,CHF,-0.559409091,21998924.44,4/24/2015,TRUE,5/5/2015,E,FALSE,TRUE,1075.555556,11,0,11
3961,PF00012749,no_desk_id,OFF00001002,C,4/24/2015,92125000,M,-0.00017,CHF,-0.559409091,92120496.11,4/24/2015,TRUE,5/5/2015,E,FALSE,TRUE,4503.888889,11,0,11
3962,PF00014268,no_desk_id,OFF00001002,B,8/5/2016,33000000,T,-0.00371,USD,1.444152609,33009389.34,8/4/2016,TRUE,10/11/2016,B,FALSE,TRUE,-9389.337412,68,-1,68
3963,PF00014274,no_desk_id,OFF00001002,B,8/10/2016,131835000,N,-0.00371,GBP,0.710228261,131827415.4,8/8/2016,TRUE,8/17/2016,C,FALSE,TRUE,7584.591024,9,-2,9
3964,PF00013980,no_desk_id,OFF00001002,C,5/12/2016,23914000,M,-0.00343,CHF,-0.451272727,23911907.53,5/12/2016,TRUE,5/19/2016,E,FALSE,TRUE,2092.475,7,0,7
3965,PF00013982,no_desk_id,OFF00001002,C,5/12/2016,87395000,M,-0.00343,CHF,-0.451272727,87387352.94,5/12/2016,TRUE,5/19/2016,E,FALSE,TRUE,7647.0625,7,0,7
3966,PF00014046,no_desk_id,OFF00001002,C,5/31/2016,50435000,M,-0.00343,CHF,-0.451272727,50430586.94,5/31/2016,TRUE,6/7/2016,E,FALSE,TRUE,4413.0625,7,0,7
3967,PF00014287,no_desk_id,OFF00001002,C,8/11/2016,8866000,M,-0.00371,CHF,-0.47466087,8842468.158,8/11/2016,TRUE,11/10/2016,E,FALSE,TRUE,23531.84167,91,0,91
3968,PF00014288,no_desk_id,OFF00001002,C,8/11/2016,28424000,M,-0.00371,CHF,-0.47466087,28348557.97,8/11/2016,TRUE,11/10/2016,E,FALSE,TRUE,75442.03333,91,0,91
3969,PF00014300,no_desk_id,OFF00001002,B,8/18/2016,44000000,T,-0.00371,USD,1.444152609,44007041.13,8/16/2016,TRUE,9/19/2016,B,FALSE,TRUE,-7041.12658,34,-2,34
3970,PF00014563,no_desk_id,OFF00001002,C,10/27/2016,46508000,M,-0.00371,CHF,-0.485485714,46503478.39,10/27/2016,TRUE,11/3/2016,E,FALSE,TRUE,4521.611111,7,0,7
3971,PF00014566,no_desk_id,OFF00001002,B,11/2/2016,154000000,N,-0.00371,GBP,0.793405238,153991140.2,10/28/2016,TRUE,11/9/2016,C,FALSE,TRUE,8859.764233,12,-5,12
3972,PF00014578,no_desk_id,OFF00001002,C,10/28/2016,23397000,M,-0.00371,CHF,-0.485485714,23383351.75,10/28/2016,TRUE,11/30/2016,E,FALSE,TRUE,13648.25,33,0,33
3973,PF00012672,no_desk_id,OFF00001002,C,3/26/2015,41019000,M,-5.00E-05,CHF,-0.597009091,40995619.17,3/26/2015,TRUE,6/10/2015,E,FALSE,TRUE,23380.83,76,0,76
3974,PF00012824,no_desk_id,OFF00001002,C,5/22/2015,24585000,M,-0.00042,CHF,-0.529971429,24584282.94,5/22/2015,TRUE,5/29/2015,E,FALSE,TRUE,717.0625,7,0,7
3975,PF00012847,no_desk_id,OFF00001002,C,6/3/2015,9394000,M,-0.00057,CHF,-0.607781818,9393749.493,6/3/2015,TRUE,6/9/2015,E,FALSE,TRUE,250.5066667,6,0,6
3976,PF00012867,no_desk_id,OFF00001002,B,6/9/2015,110000000,T,-0.00057,USD,0.770265909,109991475.7,6/5/2015,TRUE,8/10/2015,B,FALSE,TRUE,8524.339364,66,-4,66
3977,PF00012869,no_desk_id,OFF00001002,B,6/9/2015,55000000,T,-0.00057,USD,0.770265909,54998166.73,6/5/2015,TRUE,7/9/2015,B,FALSE,TRUE,1833.272224,34,-4,34
3978,PF00012888,no_desk_id,OFF00001002,C,6/10/2015,125235000,M,-0.00057,CHF,-0.607781818,125231347.3,6/10/2015,TRUE,6/17/2015,E,FALSE,TRUE,3652.6875,7,0,7
3979,PF00012905,no_desk_id,OFF00001001,A,6/16/2015,9900000,T,-0.00057,USD,0.770265909,9899628.764,6/12/2015,TRUE,7/16/2015,A,FALSE,TRUE,371.2360786,34,-4,34
3980,PF00012906,no_desk_id,OFF00001002,C,6/15/2015,98582000,M,-0.00057,CHF,-0.607781818,98578741.32,6/15/2015,TRUE,6/22/2015,E,FALSE,TRUE,3258.682778,7,0,7
3981,PF00012907,no_desk_id,OFF00001002,C,6/15/2015,22000,M,-0.00057,CHF,-0.607781818,21999.27278,6/15/2015,TRUE,6/22/2015,E,FALSE,TRUE,0.727222222,7,0,7
3982,PF00012915,no_desk_id,OFF00001002,C,6/17/2015,167299000,M,-0.00057,CHF,-0.607781818,167293144.5,6/17/2015,TRUE,6/24/2015,E,FALSE,TRUE,5855.465,7,0,7
3983,PF00012917,no_desk_id,OFF00001002,C,6/17/2015,275154000,M,-0.00057,CHF,-0.607781818,275144369.6,6/17/2015,TRUE,6/24/2015,E,FALSE,TRUE,9630.39,7,0,7
3984,PF00012920,no_desk_id,OFF00001002,B,6/18/2015,55000000,T,-0.00057,USD,0.770265909,54998342.41,6/17/2015,TRUE,7/20/2015,B,FALSE,TRUE,1657.588931,33,-1,33
3985,PF00012922,no_desk_id,OFF00001002,B,6/18/2015,6600000,T,-0.00057,USD,0.770265909,6599052.303,6/17/2015,TRUE,9/21/2015,B,FALSE,TRUE,947.6972335,96,-1,96
3986,PF00012926,no_desk_id,OFF00001002,C,6/18/2015,49522000,M,-0.00057,CHF,-0.607781818,49520266.73,6/18/2015,TRUE,6/25/2015,E,FALSE,TRUE,1733.27,7,0,7
3987,PF00014290,no_desk_id,OFF00001002,B,8/16/2016,85250000,T,-0.00371,USD,1.444152609,85273497.59,8/12/2016,TRUE,10/17/2016,B,FALSE,TRUE,-23497.586,66,-4,66
3988,PF00014291,no_desk_id,OFF00001002,B,8/16/2016,86900000,T,-0.00371,USD,1.444152609,86913471.59,8/12/2016,TRUE,9/16/2016,B,FALSE,TRUE,-13471.5881,35,-4,35
3989,PF00014292,no_desk_id,OFF00001002,C,8/12/2016,131197000,M,-0.00371,CHF,-0.47466087,131184244.7,8/12/2016,TRUE,8/19/2016,E,FALSE,TRUE,12755.26389,7,0,7
3990,PF00014737,no_desk_id,OFF00001002,C,12/12/2016,33836000,M,-0.00372,CHF,-0.456118182,33831723.51,12/12/2016,TRUE,12/19/2016,E,FALSE,TRUE,4276.494444,7,0,7
3991,PF00014902,no_desk_id,OFF00001001,A,1/23/2017,22000,T,-0.00187,USD,1.630295455,22007.01168,1/23/2017,TRUE,2/23/2017,A,FALSE,TRUE,-7.011678443,31,0,31
3992,PF00014904,no_desk_id,OFF00001002,C,1/24/2017,23056000,M,-0.00187,CHF,-0.480409091,23052458.34,1/24/2017,TRUE,1/31/2017,E,FALSE,TRUE,3541.657778,7,0,7
3993,PF00015332,no_desk_id,OFF00001002,C,5/25/2017,7469000,M,-0.00157,CHF,-0.445556522,7454192.708,5/25/2017,TRUE,7/25/2017,E,FALSE,TRUE,14807.2925,61,0,61
3994,PF00015335,no_desk_id,OFF00001002,C,5/26/2017,49500000,M,-0.00157,CHF,-0.445556522,49494610,5/26/2017,TRUE,5/30/2017,E,FALSE,TRUE,5390,4,0,4
3995,PF00015343,no_desk_id,OFF00001002,B,5/31/2017,22000000,T,-0.00157,USD,1.597373043,22005501.38,5/30/2017,TRUE,6/30/2017,B,FALSE,TRUE,-5501.375344,31,-1,31
3996,PF00015344,no_desk_id,OFF00001002,C,5/30/2017,27038000,M,-0.00157,CHF,-0.445556522,27011923.35,5/30/2017,TRUE,6/30/2017,E,FALSE,TRUE,26076.64889,31,0,31
3997,PF00015345,no_desk_id,OFF00001002,C,5/30/2017,13882000,M,-0.00157,CHF,-0.445556522,13868611.58,5/30/2017,TRUE,6/30/2017,E,FALSE,TRUE,13388.41778,31,0,31
3998,PF00015405,no_desk_id,OFF00001002,C,6/15/2017,97240000,M,-0.00131,CHF,-0.493136364,97206776.33,6/15/2017,TRUE,6/26/2017,E,FALSE,TRUE,33223.66667,11,0,11
3999,PF00015510,no_desk_id,OFF00001002,C,7/17/2017,10021000,M,-0.00121,CHF,-0.494028571,10018564.34,7/17/2017,TRUE,7/24/2017,E,FALSE,TRUE,2435.659722,7,0,7
4000,PF00012638,no_desk_id,OFF00001002,C,3/16/2015,39028000,M,-5.00E-05,CHF,-0.597009091,39019121.13,3/16/2015,TRUE,4/24/2015,E,FALSE,TRUE,8878.87,39,0,39
4001,PF00012639,no_desk_id,OFF00001002,C,3/16/2015,27060000,M,-5.00E-05,CHF,-0.597009091,27053843.85,3/16/2015,TRUE,4/24/2015,E,FALSE,TRUE,6156.15,39,0,39
4002,PF00012643,no_desk_id,OFF00001002,B,3/18/2015,99000000,T,-5.00E-05,USD,0.700025,98977235.24,3/17/2015,TRUE,6/19/2015,B,FALSE,TRUE,22764.7641,94,-1,94
4003,PF00012648,no_desk_id,OFF00001002,C,3/18/2015,2266000,M,-5.00E-05,CHF,-0.597009091,2264572.42,3/18/2015,TRUE,6/10/2015,E,FALSE,TRUE,1427.58,84,0,84
4004,PF00012650,no_desk_id,OFF00001002,C,3/18/2015,1782000,M,-5.00E-05,CHF,-0.597009091,1781986.14,3/18/2015,TRUE,3/20/2015,E,FALSE,TRUE,13.86,2,0,2
4005,PF00012653,no_desk_id,OFF00001002,C,3/19/2015,21846000,M,-5.00E-05,CHF,-0.597009091,21841412.34,3/19/2015,TRUE,4/24/2015,E,FALSE,TRUE,4587.66,36,0,36
4006,PF00012657,no_desk_id,OFF00001002,C,3/20/2015,33000000,M,-5.00E-05,CHF,-0.597009091,32993262.5,3/20/2015,TRUE,4/24/2015,E,FALSE,TRUE,6737.5,35,0,35
4007,PF00012658,no_desk_id,OFF00001002,C,3/20/2015,107030000,M,-5.00E-05,CHF,-0.597009091,107026878.3,3/20/2015,TRUE,3/27/2015,E,FALSE,TRUE,3121.708333,7,0,7
4008,PF00013194,no_desk_id,OFF00001002,B,9/2/2015,82885000,N,-0.00099,GBP,1.051669091,82876099.33,9/2/2015,TRUE,9/9/2015,C,FALSE,TRUE,8900.666011,7,0,7
4009,PF00013213,no_desk_id,OFF00001002,B,9/9/2015,88000000,T,-0.00099,USD,0.852663636,87992545.08,9/8/2015,TRUE,11/10/2015,B,FALSE,TRUE,7454.923958,63,-1,63
4010,PF00013215,no_desk_id,OFF00001001,A,9/9/2015,37400000,T,-0.00099,USD,0.852663636,37394328.53,9/8/2015,TRUE,12/10/2015,A,FALSE,TRUE,5671.47316,93,-1,93
4011,PF00013217,no_desk_id,OFF00001001,A,9/9/2015,39600000,T,-0.00099,USD,0.852663636,39598416.06,9/8/2015,TRUE,10/12/2015,A,FALSE,TRUE,1583.936642,34,-1,34
4012,PF00013229,no_desk_id,OFF00001002,B,9/14/2015,33000000,T,-0.00099,USD,0.852663636,32999037.53,9/10/2015,TRUE,10/14/2015,B,FALSE,TRUE,962.4719279,34,-4,34
4013,PF00013233,no_desk_id,OFF00001002,C,9/10/2015,181500000,M,-0.00099,CHF,-0.560227273,181322533.3,9/10/2015,TRUE,12/7/2015,E,FALSE,TRUE,177466.6667,88,0,88
4014,PF00013239,no_desk_id,OFF00001002,B,9/15/2015,165000000,N,-0.00099,GBP,1.051669091,164983230.5,9/14/2015,TRUE,9/23/2015,C,FALSE,TRUE,16769.52836,9,-1,9
4015,PF00013243,no_desk_id,OFF00001002,C,9/15/2015,14036000,M,-0.00099,CHF,-0.560227273,14035481.45,9/15/2015,TRUE,9/22/2015,E,FALSE,TRUE,518.5522222,7,0,7
4016,PF00014128,no_desk_id,OFF00001002,B,6/27/2016,22000000,T,-0.00349,USD,1.259222727,22002750.34,6/23/2016,TRUE,7/27/2016,B,FALSE,TRUE,-2750.343793,34,-4,34
4017,PF00014260,no_desk_id,OFF00001002,C,8/2/2016,66990000,M,-0.00371,CHF,-0.47466087,66955388.5,8/2/2016,TRUE,9/2/2016,E,FALSE,TRUE,34611.5,31,0,31
4018,PF00014363,no_desk_id,OFF00001002,C,9/2/2016,47047000,M,-0.00372,CHF,-0.484519545,47042425.99,9/2/2016,TRUE,9/9/2016,E,FALSE,TRUE,4574.013889,7,0,7
4019,PF00014365,no_desk_id,OFF00001002,C,9/2/2016,20834000,M,-0.00372,CHF,-0.484519545,20803993.25,9/2/2016,TRUE,11/2/2016,E,FALSE,TRUE,30006.74722,61,0,61
4020,PF00014367,no_desk_id,OFF00001002,B,9/8/2016,33000000,T,-0.00372,USD,1.556031364,33012517.25,9/6/2016,TRUE,12/8/2016,B,FALSE,TRUE,-12517.24612,93,-2,93
4021,PF00014368,no_desk_id,OFF00001002,B,9/8/2016,11000000,T,-0.00372,USD,1.556031364,11001595.23,9/6/2016,TRUE,10/7/2016,B,FALSE,TRUE,-1595.231309,31,-2,31
4022,PF00014372,no_desk_id,OFF00001002,B,9/7/2016,28413000,N,-0.00372,GBP,0.746160455,28411365.37,9/6/2016,TRUE,9/14/2016,C,FALSE,TRUE,1634.626501,8,-1,8
4023,PF00014379,no_desk_id,OFF00001002,C,9/8/2016,55000000,M,-0.00372,CHF,-0.484519545,54838666.67,9/8/2016,TRUE,12/13/2016,E,FALSE,TRUE,161333.3333,96,0,96
4024,PF00014380,no_desk_id,OFF00001002,C,9/8/2016,62931000,M,-0.00372,CHF,-0.484519545,62924881.71,9/8/2016,TRUE,9/15/2016,E,FALSE,TRUE,6118.291667,7,0,7
4025,PF00014381,no_desk_id,OFF00001002,C,9/8/2016,49181000,M,-0.00372,CHF,-0.484519545,49176218.51,9/8/2016,TRUE,9/15/2016,E,FALSE,TRUE,4781.486111,7,0,7
4026,PF00014383,no_desk_id,OFF00001002,C,9/8/2016,55022000,M,-0.00372,CHF,-0.484519545,55016650.64,9/8/2016,TRUE,9/15/2016,E,FALSE,TRUE,5349.361111,7,0,7
4027,PF00014385,no_desk_id,OFF00001001,A,9/12/2016,15400000,T,-0.00372,USD,1.556031364,15405451.82,9/8/2016,TRUE,12/12/2016,A,FALSE,TRUE,-5451.818227,95,-4,95
4028,PF00014387,no_desk_id,OFF00001002,C,9/9/2016,47146000,M,-0.00372,CHF,-0.484519545,47141416.36,9/9/2016,TRUE,9/16/2016,E,FALSE,TRUE,4583.638889,7,0,7
4029,PF00014395,no_desk_id,OFF00001002,C,9/15/2016,44000000,M,-0.00372,CHF,-0.484519545,43877655.56,9/13/2016,TRUE,12/15/2016,E,FALSE,TRUE,122344.4444,93,-2,93
4030,PF00014397,no_desk_id,OFF00001002,C,9/13/2016,110000000,M,-0.00372,CHF,-0.484519545,109989305.6,9/13/2016,TRUE,9/20/2016,E,FALSE,TRUE,10694.44444,7,0,7
4031,PF00014400,no_desk_id,OFF00001002,B,9/14/2016,28413000,N,-0.00372,GBP,0.746160455,28411365.37,9/14/2016,TRUE,9/21/2016,C,FALSE,TRUE,1634.626501,7,0,7
4032,PF00014401,no_desk_id,OFF00001002,B,9/16/2016,239800000,T,-0.00372,USD,1.556031364,239837174.8,9/14/2016,TRUE,10/17/2016,B,FALSE,TRUE,-37174.76209,33,-2,33
4033,PF00014581,no_desk_id,OFF00001002,B,11/2/2016,33000000,T,-0.00371,USD,1.577814762,33016875.29,10/31/2016,TRUE,2/2/2017,B,FALSE,TRUE,-16875.29182,94,-2,94
4034,PF00014582,no_desk_id,OFF00001002,B,11/2/2016,137500000,T,-0.00371,USD,1.577814762,137525213,10/31/2016,TRUE,12/2/2016,B,FALSE,TRUE,-25212.95571,32,-2,32
4035,PF00012645,no_desk_id,OFF00001002,C,3/17/2015,22000000,M,-5.00E-05,CHF,-0.597009091,21996021.67,3/17/2015,TRUE,4/17/2015,E,FALSE,TRUE,3978.333333,31,0,31
4036,PF00012927,no_desk_id,OFF00001002,C,6/18/2015,32450000,M,-0.00057,CHF,-0.607781818,32448864.25,6/18/2015,TRUE,6/25/2015,E,FALSE,TRUE,1135.75,7,0,7
4037,PF00012987,no_desk_id,OFF00001002,B,7/7/2015,38500000,T,-0.00064,USD,0.785841304,38493637.86,7/3/2015,TRUE,9/30/2015,B,FALSE,TRUE,6362.142924,89,-4,89
4038,PF00012998,no_desk_id,OFF00001002,C,7/7/2015,158400000,M,-0.00064,CHF,-0.611869565,158393664,7/7/2015,TRUE,7/15/2015,E,FALSE,TRUE,6336,8,0,8
4039,PF00013006,no_desk_id,OFF00001002,C,7/9/2015,125576000,M,-0.00064,CHF,-0.611869565,125571604.8,7/9/2015,TRUE,7/16/2015,E,FALSE,TRUE,4395.16,7,0,7
4040,PF00013007,no_desk_id,OFF00001002,C,7/9/2015,10494000,M,-0.00064,CHF,-0.611869565,10493632.71,7/9/2015,TRUE,7/16/2015,E,FALSE,TRUE,367.29,7,0,7
4041,PF00013008,no_desk_id,OFF00001002,C,7/9/2015,157311000,M,-0.00064,CHF,-0.611869565,157305494.1,7/9/2015,TRUE,7/16/2015,E,FALSE,TRUE,5505.885,7,0,7
4042,PF00013018,no_desk_id,OFF00001002,C,7/13/2015,221441000,M,-0.00064,CHF,-0.611869565,221433249.6,7/13/2015,TRUE,7/20/2015,E,FALSE,TRUE,7750.435,7,0,7
4043,PF00013023,no_desk_id,OFF00001002,B,7/15/2015,22000000,Z,-0.00064,EUR,0.167048696,21952710.2,7/13/2015,TRUE,8/17/2015,H,FALSE,no_status,47289.79656,35,-2,35
4044,PF00013036,no_desk_id,OFF00001002,C,7/16/2015,125576000,M,-0.00064,CHF,-0.611869565,125571604.8,7/16/2015,TRUE,7/23/2015,E,FALSE,TRUE,4395.16,7,0,7
4045,PF00013190,no_desk_id,OFF00001002,C,8/31/2015,17688000,M,-0.00078,CHF,-0.54547619,17687292.48,8/31/2015,TRUE,9/8/2015,E,FALSE,TRUE,707.52,8,0,8
4046,PF00013205,no_desk_id,OFF00001002,B,9/7/2015,22000000,T,-0.00099,USD,0.852663636,21999336.96,9/4/2015,TRUE,10/8/2015,B,FALSE,TRUE,663.0355724,34,-3,34
4047,PF00013208,no_desk_id,OFF00001002,B,9/8/2015,55000000,T,-0.00099,USD,0.852663636,54998395.88,9/7/2015,TRUE,10/8/2015,B,FALSE,TRUE,1604.11988,31,-1,31
4048,PF00013225,no_desk_id,OFF00001002,C,9/9/2015,33000000,M,-0.00099,CHF,-0.560227273,32998780.83,9/9/2015,TRUE,9/16/2015,E,FALSE,TRUE,1219.166667,7,0,7
4049,PF00013226,no_desk_id,OFF00001002,C,9/9/2015,87285000,M,-0.00099,CHF,-0.560227273,87281775.3,9/9/2015,TRUE,9/16/2015,E,FALSE,TRUE,3224.695833,7,0,7
4050,PF00014138,no_desk_id,OFF00001002,C,6/27/2016,48477000,M,-0.00349,CHF,-0.556872727,48471613.67,6/27/2016,TRUE,7/5/2016,E,FALSE,TRUE,5386.333333,8,0,8
4051,PF00014139,no_desk_id,OFF00001002,C,6/27/2016,58663000,M,-0.00349,CHF,-0.556872727,58656481.89,6/27/2016,TRUE,7/5/2016,E,FALSE,TRUE,6518.111111,8,0,8
4052,PF00014702,no_desk_id,OFF00001002,C,12/5/2016,33902000,M,-0.00372,CHF,-0.456118182,33898703.97,12/5/2016,TRUE,12/12/2016,E,FALSE,TRUE,3296.027778,7,0,7
4053,PF00014705,no_desk_id,OFF00001002,C,12/5/2016,27060000,M,-0.00372,CHF,-0.456118182,26985585,12/5/2016,TRUE,3/6/2017,E,FALSE,TRUE,74415,91,0,91
4054,PF00014710,no_desk_id,OFF00001001,A,12/6/2016,33000000,T,-0.00372,USD,1.517475909,33011535.7,12/6/2016,TRUE,1/9/2017,A,FALSE,TRUE,-11535.69775,34,0,34
4055,PF00014714,no_desk_id,OFF00001002,C,12/6/2016,6039000,M,-0.00372,CHF,-0.456118182,6038412.875,12/6/2016,TRUE,12/13/2016,E,FALSE,TRUE,587.125,7,0,7
4056,PF00014719,no_desk_id,OFF00001002,C,12/7/2016,44000000,M,-0.00372,CHF,-0.456118182,43995722.22,12/7/2016,TRUE,12/14/2016,E,FALSE,TRUE,4277.777778,7,0,7
4057,PF00015516,no_desk_id,OFF00001002,C,7/18/2017,21516000,M,-0.00121,CHF,-0.494028571,21437920.83,7/18/2017,TRUE,10/19/2017,E,FALSE,TRUE,78079.17333,93,0,93
4058,PF00015529,no_desk_id,OFF00001001,A,7/24/2017,275000000,T,-0.00121,USD,1.741088571,275087646,7/24/2017,TRUE,8/24/2017,A,FALSE,TRUE,-87645.98054,31,0,31
4059,PF00015534,no_desk_id,OFF00001002,C,7/25/2017,45265000,M,-0.00121,CHF,-0.494028571,45255569.79,7/25/2017,TRUE,7/31/2017,E,FALSE,TRUE,9430.208333,6,0,6
4060,PF00012891,no_desk_id,OFF00001002,C,6/10/2015,165000000,M,-0.00057,CHF,-0.607781818,164994866.7,6/10/2015,TRUE,6/17/2015,E,FALSE,TRUE,5133.333334,7,0,7
4061,PF00012899,no_desk_id,OFF00001001,A,6/11/2015,165000000,T,-0.00057,USD,0.770265909,164970488.6,6/11/2015,TRUE,9/11/2015,A,FALSE,TRUE,29511.38741,92,0,92
4062,PF00012902,no_desk_id,OFF00001002,C,6/11/2015,127413000,M,-0.00057,CHF,-0.607781818,127412433.7,6/11/2015,TRUE,6/12/2015,E,FALSE,TRUE,566.28,1,0,1
4063,PF00012912,no_desk_id,OFF00001002,C,6/16/2015,260612000,M,-0.00057,CHF,-0.607781818,260603385.3,6/16/2015,TRUE,6/23/2015,E,FALSE,TRUE,8614.674444,7,0,7
4064,PF00012913,no_desk_id,OFF00001002,C,6/16/2015,349547000,M,-0.00057,CHF,-0.607781818,349534765.9,6/16/2015,TRUE,6/23/2015,E,FALSE,TRUE,12234.145,7,0,7
4065,PF00012935,no_desk_id,OFF00001001,A,6/23/2015,77000000,T,-0.00057,USD,0.770265909,76986228.02,6/23/2015,TRUE,9/23/2015,A,FALSE,TRUE,13771.98079,92,0,92
4066,PF00012937,no_desk_id,OFF00001002,C,6/23/2015,260623000,M,-0.00057,CHF,-0.607781818,260613878.2,6/23/2015,TRUE,6/30/2015,E,FALSE,TRUE,9121.805,7,0,7
4067,PF00012938,no_desk_id,OFF00001002,C,6/23/2015,348227000,M,-0.00057,CHF,-0.607781818,348214812.1,6/23/2015,TRUE,6/30/2015,E,FALSE,TRUE,12187.945,7,0,7
4068,PF00012939,no_desk_id,OFF00001002,C,6/23/2015,70477000,M,-0.00057,CHF,-0.607781818,70474533.31,6/23/2015,TRUE,6/30/2015,E,FALSE,TRUE,2466.695,7,0,7
4069,PF00012949,no_desk_id,OFF00001001,A,6/29/2015,33000000,T,-0.00057,USD,0.770265909,32998762.55,6/25/2015,TRUE,7/29/2015,A,FALSE,TRUE,1237.453596,34,-4,34
4070,PF00013166,no_desk_id,OFF00001002,B,8/20/2015,22000000,T,-0.00078,USD,0.796607143,21999336.96,8/20/2015,TRUE,9/24/2015,B,FALSE,TRUE,663.0355724,35,0,35
4071,PF00013248,no_desk_id,OFF00001002,C,9/16/2015,67782000,M,-0.00099,CHF,-0.560227273,67779853.57,9/16/2015,TRUE,9/22/2015,E,FALSE,TRUE,2146.43,6,0,6
4072,PF00013249,no_desk_id,OFF00001002,C,9/16/2015,22539000,M,-0.00099,CHF,-0.560227273,22538286.27,9/16/2015,TRUE,9/22/2015,E,FALSE,TRUE,713.735,6,0,6
4073,PF00014050,no_desk_id,OFF00001002,C,6/2/2016,109516000,M,-0.00349,CHF,-0.556872727,109308893.1,6/2/2016,TRUE,9/2/2016,E,FALSE,TRUE,207106.9244,92,0,92
4074,PF00014053,no_desk_id,OFF00001002,C,6/3/2016,101255000,M,-0.00349,CHF,-0.556872727,101055190.1,6/3/2016,TRUE,9/7/2016,E,FALSE,TRUE,199809.8667,96,0,96
4075,PF00014159,no_desk_id,OFF00001002,B,6/29/2016,41140000,N,-0.00349,GBP,0.960652273,41136134.33,6/29/2016,TRUE,7/6/2016,C,FALSE,TRUE,3865.66961,7,0,7
4076,PF00014162,no_desk_id,OFF00001002,C,7/1/2016,1650000,M,-0.00363,CHF,-0.56072381,1649839.583,7/1/2016,TRUE,7/8/2016,E,FALSE,TRUE,160.4166667,7,0,7
4077,PF00014163,no_desk_id,OFF00001002,C,7/1/2016,7700000,M,-0.00363,CHF,-0.56072381,7699251.389,7/1/2016,TRUE,7/8/2016,E,FALSE,TRUE,748.6111111,7,0,7
4078,PF00014164,no_desk_id,OFF00001002,C,7/1/2016,18700000,M,-0.00363,CHF,-0.56072381,18698181.94,7/1/2016,TRUE,7/8/2016,E,FALSE,TRUE,1818.055556,7,0,7
