start_date,creation_date,sell_date,create-sell,start-create,start-sell
7/16/2015,7/15/2015,8/17/2015,33,-1,32
7/16/2015,7/16/2015,7/23/2015,7,0,7
8/31/2015,8/31/2015,9/29/2015,29,0,29
8/31/2015,8/31/2015,9/28/2015,28,0,28
9/9/2015,9/7/2015,9/16/2015,9,-2,7
9/9/2015,9/7/2015,12/9/2015,93,-2,91
9/9/2015,9/7/2015,12/7/2015,91,-2,89
9/8/2015,9/8/2015,9/15/2015,7,0,7
9/8/2015,9/8/2015,9/15/2015,7,0,7
9/8/2015,9/8/2015,9/15/2015,7,0,7
9/8/2015,9/8/2015,9/29/2015,21,0,21
9/9/2015,9/9/2015,9/16/2015,7,0,7
9/10/2015,9/10/2015,12/10/2015,91,0,91
9/11/2015,9/10/2015,12/10/2015,91,-1,90
9/16/2015,9/16/2015,10/19/2015,33,0,33
10/7/2015,10/7/2015,10/14/2015,7,0,7
10/7/2015,10/7/2015,10/14/2015,7,0,7
6/27/2016,6/27/2016,7/5/2016,8,0,8
6/27/2016,6/27/2016,7/5/2016,8,0,8
6/27/2016,6/27/2016,7/5/2016,8,0,8
6/27/2016,6/27/2016,9/28/2016,93,0,93
6/27/2016,6/27/2016,9/30/2016,95,0,95
6/29/2016,6/28/2016,7/29/2016,31,-1,30
12/5/2016,12/5/2016,3/6/2017,91,0,91
12/5/2016,12/5/2016,12/12/2016,7,0,7
12/5/2016,12/5/2016,12/12/2016,7,0,7
12/6/2016,12/5/2016,12/14/2016,9,-1,8
12/5/2016,12/5/2016,3/6/2017,91,0,91
12/6/2016,12/5/2016,3/6/2017,91,-1,90
12/7/2016,12/6/2016,1/9/2017,34,-1,33
12/6/2016,12/6/2016,3/6/2017,90,0,90
12/7/2016,12/6/2016,3/8/2017,92,-1,91
12/6/2016,12/6/2016,3/6/2017,90,0,90
12/6/2016,12/6/2016,3/6/2017,90,0,90
12/6/2016,12/6/2016,12/13/2016,7,0,7
12/7/2016,12/6/2016,12/14/2016,8,-1,7
12/7/2016,12/7/2016,12/14/2016,7,0,7
12/7/2016,12/7/2016,12/14/2016,7,0,7
7/18/2017,7/18/2017,10/19/2017,93,0,93
7/24/2017,7/24/2017,10/24/2017,92,0,92
7/24/2017,7/24/2017,9/25/2017,63,0,63
6/10/2015,6/10/2015,6/17/2015,7,0,7
6/10/2015,6/10/2015,6/11/2015,1,0,1
6/10/2015,6/10/2015,6/11/2015,1,0,1
6/10/2015,6/10/2015,6/11/2015,1,0,1
6/15/2015,6/11/2015,7/15/2015,34,-4,30
6/15/2015,6/11/2015,7/15/2015,34,-4,30
6/15/2015,6/11/2015,6/22/2015,11,-4,7
6/11/2015,6/11/2015,6/18/2015,7,0,7
6/12/2015,6/12/2015,6/19/2015,7,0,7
6/16/2015,6/16/2015,9/16/2015,92,0,92
6/18/2015,6/16/2015,7/20/2015,34,-2,32
6/17/2015,6/16/2015,9/17/2015,93,-1,92
6/17/2015,6/16/2015,6/24/2015,8,-1,7
6/22/2015,6/18/2015,7/22/2015,34,-4,30
6/26/2015,6/26/2015,8/3/2015,38,0,38
6/26/2015,6/26/2015,8/3/2015,38,0,38
6/26/2015,6/26/2015,7/6/2015,10,0,10
6/26/2015,6/26/2015,7/2/2015,6,0,6
6/26/2015,6/26/2015,7/2/2015,6,0,6
6/26/2015,6/26/2015,7/2/2015,6,0,6
7/1/2015,6/29/2015,7/8/2015,9,-2,7
6/30/2015,6/30/2015,9/30/2015,92,0,92
6/30/2015,6/30/2015,8/4/2015,35,0,35
8/21/2015,8/19/2015,8/26/2015,7,-2,5
8/19/2015,8/19/2015,8/26/2015,7,0,7
8/19/2015,8/19/2015,8/26/2015,7,0,7
8/19/2015,8/19/2015,8/26/2015,7,0,7
8/20/2015,8/20/2015,9/21/2015,32,0,32
9/16/2015,9/16/2015,9/23/2015,7,0,7
9/16/2015,9/16/2015,9/23/2015,7,0,7
6/2/2016,6/2/2016,6/9/2016,7,0,7
6/2/2016,6/2/2016,6/9/2016,7,0,7
6/3/2016,6/3/2016,6/10/2016,7,0,7
6/3/2016,6/3/2016,6/10/2016,7,0,7
6/3/2016,6/3/2016,8/5/2016,63,0,63
6/29/2016,6/29/2016,7/6/2016,7,0,7
7/1/2016,7/1/2016,7/8/2016,7,0,7
8/2/2016,8/2/2016,9/2/2016,31,0,31
8/2/2016,8/2/2016,8/9/2016,7,0,7
8/25/2016,8/23/2016,9/26/2016,34,-2,32
1/19/2017,1/19/2017,4/19/2017,90,0,90
1/23/2017,1/19/2017,1/30/2017,11,-4,7
1/23/2017,1/19/2017,1/30/2017,11,-4,7
1/23/2017,1/19/2017,2/23/2017,35,-4,31
1/23/2017,1/19/2017,2/23/2017,35,-4,31
1/20/2017,1/20/2017,1/30/2017,10,0,10
2/6/2017,2/6/2017,5/9/2017,92,0,92
2/9/2017,2/7/2017,3/9/2017,30,-2,28
2/7/2017,2/7/2017,5/9/2017,91,0,91
2/7/2017,2/7/2017,2/15/2017,8,0,8
2/8/2017,2/8/2017,2/15/2017,7,0,7
2/8/2017,2/8/2017,2/15/2017,7,0,7
2/8/2017,2/8/2017,5/9/2017,90,0,90
2/9/2017,2/9/2017,3/9/2017,28,0,28
2/9/2017,2/9/2017,2/16/2017,7,0,7
2/13/2017,2/9/2017,3/13/2017,32,-4,28
2/13/2017,2/9/2017,4/13/2017,63,-4,59
2/13/2017,2/9/2017,2/20/2017,11,-4,7
2/14/2017,2/10/2017,5/15/2017,94,-4,90
9/17/2015,9/17/2015,9/18/2015,1,0,1
9/17/2015,9/17/2015,9/18/2015,1,0,1
9/18/2015,9/18/2015,9/25/2015,7,0,7
9/21/2015,9/21/2015,12/21/2015,91,0,91
9/28/2015,9/24/2015,10/28/2015,34,-4,30
9/28/2015,9/24/2015,10/28/2015,34,-4,30
9/28/2015,9/24/2015,11/30/2015,67,-4,63
9/30/2015,9/28/2015,11/2/2015,35,-2,33
9/30/2015,9/28/2015,10/7/2015,9,-2,7
9/30/2015,9/28/2015,11/30/2015,63,-2,61
9/29/2015,9/29/2015,11/6/2015,38,0,38
9/29/2015,9/29/2015,11/6/2015,38,0,38
9/29/2015,9/29/2015,10/6/2015,7,0,7
10/12/2015,10/12/2015,12/14/2015,63,0,63
10/6/2015,10/6/2015,11/9/2015,34,0,34
10/14/2015,10/12/2015,10/21/2015,9,-2,7
10/14/2015,10/12/2015,11/16/2015,35,-2,33
10/14/2015,10/12/2015,11/16/2015,35,-2,33
10/16/2015,10/16/2015,10/23/2015,7,0,7
10/16/2015,10/16/2015,10/23/2015,7,0,7
10/21/2015,10/21/2015,10/28/2015,7,0,7
10/21/2015,10/21/2015,10/28/2015,7,0,7
10/27/2015,10/26/2015,11/27/2015,32,-1,31
10/28/2015,10/26/2015,11/30/2015,35,-2,33
7/6/2016,7/6/2016,7/13/2016,7,0,7
7/6/2016,7/6/2016,7/13/2016,7,0,7
7/6/2016,7/6/2016,8/5/2016,30,0,30
7/8/2016,7/8/2016,7/15/2016,7,0,7
7/8/2016,7/8/2016,7/15/2016,7,0,7
9/7/2016,9/7/2016,12/6/2016,90,0,90
9/21/2016,9/21/2016,9/28/2016,7,0,7
9/21/2016,9/21/2016,10/21/2016,30,0,30
9/23/2016,9/21/2016,12/23/2016,93,-2,91
9/26/2016,9/22/2016,10/26/2016,34,-4,30
9/22/2016,9/22/2016,9/29/2016,7,0,7
9/22/2016,9/22/2016,9/29/2016,7,0,7
9/22/2016,9/22/2016,9/29/2016,7,0,7
2/27/2017,2/27/2017,3/27/2017,28,0,28
2/27/2017,2/27/2017,5/29/2017,91,0,91
2/27/2017,2/27/2017,3/31/2017,32,0,32
2/27/2017,2/27/2017,3/31/2017,32,0,32
2/27/2017,2/27/2017,3/31/2017,32,0,32
2/27/2017,2/27/2017,3/31/2017,32,0,32
2/27/2017,2/27/2017,3/31/2017,32,0,32
2/28/2017,2/28/2017,3/28/2017,28,0,28
2/28/2017,2/28/2017,4/28/2017,59,0,59
3/2/2017,2/28/2017,5/2/2017,63,-2,61
3/2/2017,2/28/2017,4/3/2017,34,-2,32
2/28/2017,2/28/2017,3/8/2017,8,0,8
7/31/2015,7/30/2015,8/7/2015,8,-1,7
8/5/2015,8/4/2015,9/7/2015,34,-1,33
8/5/2015,8/4/2015,9/7/2015,34,-1,33
8/5/2015,8/5/2015,10/6/2015,62,0,62
8/7/2015,8/7/2015,11/9/2015,94,0,94
8/7/2015,8/7/2015,8/14/2015,7,0,7
8/7/2015,8/7/2015,8/14/2015,7,0,7
8/10/2015,8/7/2015,9/30/2015,54,-3,51
8/12/2015,8/12/2015,8/19/2015,7,0,7
8/12/2015,8/12/2015,8/19/2015,7,0,7
8/12/2015,8/12/2015,8/19/2015,7,0,7
8/20/2015,8/14/2015,9/21/2015,38,-6,32
8/14/2015,8/14/2015,8/21/2015,7,0,7
8/14/2015,8/14/2015,8/21/2015,7,0,7
8/19/2015,8/19/2015,8/26/2015,7,0,7
8/19/2015,8/19/2015,8/26/2015,7,0,7
8/21/2015,8/21/2015,9/21/2015,31,0,31
8/21/2015,8/21/2015,8/28/2015,7,0,7
8/28/2015,8/28/2015,9/29/2015,32,0,32
8/28/2015,8/28/2015,9/4/2015,7,0,7
9/1/2015,9/1/2015,9/8/2015,7,0,7
9/1/2015,9/1/2015,10/1/2015,30,0,30
9/3/2015,9/3/2015,9/24/2015,21,0,21
9/7/2015,9/7/2015,12/7/2015,91,0,91
10/5/2015,10/5/2015,11/13/2015,39,0,39
10/5/2015,10/5/2015,10/13/2015,8,0,8
10/6/2015,10/6/2015,12/7/2015,62,0,62
10/6/2015,10/6/2015,11/6/2015,31,0,31
6/1/2016,6/1/2016,7/1/2016,30,0,30
6/15/2016,6/15/2016,6/22/2016,7,0,7
6/16/2016,6/16/2016,6/23/2016,7,0,7
6/16/2016,6/16/2016,6/23/2016,7,0,7
6/16/2016,6/16/2016,6/23/2016,7,0,7
6/16/2016,6/16/2016,6/23/2016,7,0,7
6/20/2016,6/16/2016,7/20/2016,34,-4,30
6/17/2016,6/17/2016,7/18/2016,31,0,31
6/17/2016,6/17/2016,6/24/2016,7,0,7
1/18/2017,1/18/2017,1/25/2017,7,0,7
1/18/2017,1/18/2017,1/25/2017,7,0,7
1/24/2017,1/24/2017,4/24/2017,90,0,90
1/27/2017,1/25/2017,2/27/2017,33,-2,31
1/30/2017,1/26/2017,2/28/2017,33,-4,29
1/30/2017,1/26/2017,2/28/2017,33,-4,29
1/30/2017,1/26/2017,2/6/2017,11,-4,7
1/27/2017,1/27/2017,2/27/2017,31,0,31
1/27/2017,1/27/2017,2/8/2017,12,0,12
1/27/2017,1/27/2017,2/8/2017,12,0,12
2/14/2017,2/14/2017,2/21/2017,7,0,7
2/14/2017,2/14/2017,2/22/2017,8,0,8
3/6/2017,3/2/2017,3/13/2017,11,-4,7
5/11/2017,5/11/2017,6/12/2017,32,0,32
5/15/2017,5/11/2017,8/14/2017,95,-4,91
10/27/2015,10/26/2015,11/4/2015,9,-1,8
10/29/2015,10/28/2015,11/6/2015,9,-1,8
11/2/2015,10/29/2015,12/2/2015,34,-4,30
11/2/2015,10/29/2015,12/2/2015,34,-4,30
10/29/2015,10/29/2015,11/30/2015,32,0,32
10/30/2015,10/30/2015,11/6/2015,7,0,7
10/30/2015,10/30/2015,11/6/2015,7,0,7
10/30/2015,10/30/2015,11/6/2015,7,0,7
11/2/2015,11/2/2015,12/2/2015,30,0,30
11/2/2015,11/2/2015,12/2/2015,30,0,30
11/2/2015,11/2/2015,12/7/2015,35,0,35
11/13/2015,11/12/2015,11/20/2015,8,-1,7
11/12/2015,11/12/2015,11/19/2015,7,0,7
11/12/2015,11/12/2015,11/19/2015,7,0,7
11/16/2015,11/12/2015,12/16/2015,34,-4,30
11/16/2015,11/12/2015,12/16/2015,34,-4,30
11/13/2015,11/13/2015,11/20/2015,7,0,7
11/13/2015,11/13/2015,12/14/2015,31,0,31
11/16/2015,11/16/2015,12/18/2015,32,0,32
11/19/2015,11/17/2015,12/21/2015,34,-2,32
11/19/2015,11/17/2015,12/21/2015,34,-2,32
11/18/2015,11/18/2015,11/25/2015,7,0,7
11/20/2015,11/18/2015,2/22/2016,96,-2,94
11/20/2015,11/18/2015,11/27/2015,9,-2,7
11/19/2015,11/19/2015,11/27/2015,8,0,8
11/19/2015,11/19/2015,11/27/2015,8,0,8
11/23/2015,11/23/2015,12/23/2015,30,0,30
11/24/2015,11/24/2015,2/24/2016,92,0,92
11/26/2015,11/24/2015,2/26/2016,94,-2,92
11/24/2015,11/24/2015,12/1/2015,7,0,7
11/26/2015,11/25/2015,12/29/2015,34,-1,33
8/24/2016,8/24/2016,8/31/2016,7,0,7
8/24/2016,8/24/2016,10/24/2016,61,0,61
8/26/2016,8/24/2016,11/25/2016,93,-2,91
8/26/2016,8/26/2016,9/26/2016,31,0,31
3/26/2015,3/24/2015,4/27/2015,34,-2,32
3/24/2015,3/24/2015,4/24/2015,31,0,31
3/24/2015,3/24/2015,3/31/2015,7,0,7
3/24/2015,3/24/2015,3/31/2015,7,0,7
8/25/2015,8/25/2015,9/1/2015,7,0,7
8/25/2015,8/25/2015,9/1/2015,7,0,7
8/26/2015,8/26/2015,9/2/2015,7,0,7
8/26/2015,8/26/2015,9/2/2015,7,0,7
8/26/2015,8/26/2015,9/2/2015,7,0,7
11/4/2015,11/4/2015,11/12/2015,8,0,8
11/10/2015,11/10/2015,11/18/2015,8,0,8
12/9/2015,12/9/2015,12/30/2015,21,0,21
12/10/2015,12/9/2015,1/11/2016,33,-1,32
3/1/2016,3/1/2016,3/9/2016,8,0,8
3/4/2016,3/2/2016,4/28/2016,57,-2,55
3/3/2016,3/3/2016,3/10/2016,7,0,7
3/3/2016,3/3/2016,3/10/2016,7,0,7
3/3/2016,3/3/2016,4/4/2016,32,0,32
3/3/2016,3/3/2016,4/4/2016,32,0,32
3/3/2016,3/3/2016,6/3/2016,92,0,92
3/3/2016,3/3/2016,4/7/2016,35,0,35
3/4/2016,3/4/2016,3/11/2016,7,0,7
3/4/2016,3/4/2016,6/2/2016,90,0,90
5/23/2016,5/23/2016,5/31/2016,8,0,8
5/26/2016,5/24/2016,8/26/2016,94,-2,92
5/15/2017,5/11/2017,6/15/2017,35,-4,31
5/11/2017,5/11/2017,5/18/2017,7,0,7
5/11/2017,5/11/2017,5/18/2017,7,0,7
7/3/2017,7/3/2017,8/3/2017,31,0,31
8/10/2017,8/10/2017,8/17/2017,7,0,7
8/16/2017,8/10/2017,9/14/2017,35,-6,29
8/21/2017,8/17/2017,10/23/2017,67,-4,63
8/18/2017,8/18/2017,8/25/2017,7,0,7
9/7/2017,9/7/2017,9/27/2017,20,0,20
3/26/2015,3/25/2015,4/27/2015,33,-1,32
11/26/2015,11/25/2015,12/4/2015,9,-1,8
12/14/2015,12/14/2015,1/14/2016,31,0,31
12/15/2015,12/14/2015,12/23/2015,9,-1,8
12/16/2015,12/14/2015,1/18/2016,35,-2,33
12/16/2015,12/14/2015,1/18/2016,35,-2,33
12/14/2015,12/14/2015,12/21/2015,7,0,7
12/14/2015,12/14/2015,12/21/2015,7,0,7
12/14/2015,12/14/2015,1/15/2016,32,0,32
12/15/2015,12/15/2015,12/22/2015,7,0,7
12/16/2015,12/15/2015,12/23/2015,8,-1,7
12/16/2015,12/16/2015,12/23/2015,7,0,7
12/18/2015,12/16/2015,12/31/2015,15,-2,13
12/23/2015,12/23/2015,3/23/2016,91,0,91
12/24/2015,12/24/2015,12/31/2015,7,0,7
12/24/2015,12/24/2015,12/31/2015,7,0,7
12/24/2015,12/24/2015,12/31/2015,7,0,7
12/28/2015,12/28/2015,1/4/2016,7,0,7
1/25/2016,1/21/2016,2/25/2016,35,-4,31
1/25/2016,1/21/2016,2/25/2016,35,-4,31
1/21/2016,1/21/2016,1/28/2016,7,0,7
1/21/2016,1/21/2016,1/28/2016,7,0,7
1/22/2016,1/22/2016,4/22/2016,91,0,91
1/26/2016,1/25/2016,2/3/2016,9,-1,8
1/26/2016,1/26/2016,2/2/2016,7,0,7
1/28/2016,1/26/2016,2/3/2016,8,-2,6
2/2/2016,1/29/2016,5/2/2016,94,-4,90
2/1/2016,2/1/2016,3/1/2016,29,0,29
2/1/2016,2/1/2016,5/2/2016,91,0,91
2/3/2016,2/3/2016,2/10/2016,7,0,7
2/8/2016,2/4/2016,4/8/2016,64,-4,60
2/4/2016,2/4/2016,2/11/2016,7,0,7
2/4/2016,2/4/2016,2/11/2016,7,0,7
2/4/2016,2/4/2016,2/11/2016,7,0,7
5/30/2016,5/26/2016,6/30/2016,35,-4,31
5/26/2016,5/26/2016,6/27/2016,32,0,32
5/26/2016,5/26/2016,6/27/2016,32,0,32
5/27/2016,5/27/2016,6/30/2016,34,0,34
5/31/2016,5/27/2016,6/30/2016,34,-4,30
5/27/2016,5/27/2016,6/30/2016,34,0,34
5/27/2016,5/27/2016,6/30/2016,34,0,34
5/31/2016,5/27/2016,6/30/2016,34,-4,30
5/27/2016,5/27/2016,6/30/2016,34,0,34
5/27/2016,5/27/2016,6/30/2016,34,0,34
7/21/2016,7/20/2016,10/21/2016,93,-1,92
2/22/2016,2/19/2016,5/23/2016,94,-3,91
10/14/2016,10/14/2016,10/21/2016,7,0,7
10/18/2016,10/18/2016,10/25/2016,7,0,7
10/18/2016,10/18/2016,10/25/2016,7,0,7
10/18/2016,10/18/2016,10/25/2016,7,0,7
10/19/2016,10/19/2016,10/26/2016,7,0,7
10/19/2016,10/19/2016,1/17/2017,90,0,90
10/19/2016,10/19/2016,11/18/2016,30,0,30
10/19/2016,10/19/2016,11/18/2016,30,0,30
4/11/2017,4/10/2017,5/11/2017,31,-1,30
4/11/2017,4/11/2017,4/20/2017,9,0,9
4/11/2017,4/11/2017,4/20/2017,9,0,9
8/7/2017,8/7/2017,9/7/2017,31,0,31
12/9/2015,12/9/2015,12/16/2015,7,0,7
12/9/2015,12/9/2015,12/16/2015,7,0,7
2/4/2016,2/4/2016,5/4/2016,90,0,90
2/9/2016,2/5/2016,4/11/2016,66,-4,62
2/10/2016,2/10/2016,2/17/2016,7,0,7
2/12/2016,2/10/2016,5/12/2016,92,-2,90
2/15/2016,2/12/2016,3/16/2016,33,-3,30
2/16/2016,2/16/2016,3/16/2016,29,0,29
2/16/2016,2/16/2016,2/23/2016,7,0,7
2/16/2016,2/16/2016,2/23/2016,7,0,7
2/16/2016,2/16/2016,2/23/2016,7,0,7
2/16/2016,2/16/2016,2/23/2016,7,0,7
2/18/2016,2/16/2016,3/18/2016,31,-2,29
2/22/2016,2/18/2016,5/23/2016,95,-4,91
2/22/2016,2/18/2016,4/22/2016,64,-4,60
4/4/2016,4/4/2016,4/11/2016,7,0,7
4/19/2016,4/18/2016,5/23/2016,35,-1,34
4/18/2016,4/18/2016,5/18/2016,30,0,30
4/18/2016,4/18/2016,4/25/2016,7,0,7
4/18/2016,4/18/2016,4/25/2016,7,0,7
4/18/2016,4/18/2016,4/25/2016,7,0,7
4/18/2016,4/18/2016,4/25/2016,7,0,7
4/20/2016,4/19/2016,7/21/2016,93,-1,92
7/29/2016,7/27/2016,8/31/2016,35,-2,33
7/27/2016,7/27/2016,8/31/2016,35,0,35
7/27/2016,7/27/2016,8/31/2016,35,0,35
7/29/2016,7/27/2016,8/31/2016,35,-2,33
7/27/2016,7/27/2016,8/31/2016,35,0,35
7/27/2016,7/27/2016,8/31/2016,35,0,35
7/27/2016,7/27/2016,8/31/2016,35,0,35
6/8/2016,6/6/2016,6/15/2016,9,-2,7
6/9/2016,6/7/2016,9/9/2016,94,-2,92
6/8/2016,6/8/2016,6/9/2016,1,0,1
6/13/2016,6/9/2016,7/13/2016,34,-4,30
6/13/2016,6/9/2016,8/16/2016,68,-4,64
6/9/2016,6/9/2016,6/16/2016,7,0,7
6/9/2016,6/9/2016,6/16/2016,7,0,7
6/9/2016,6/9/2016,6/16/2016,7,0,7
6/9/2016,6/9/2016,6/29/2016,20,0,20
6/10/2016,6/10/2016,9/9/2016,91,0,91
6/10/2016,6/10/2016,6/17/2016,7,0,7
6/10/2016,6/10/2016,6/17/2016,7,0,7
12/4/2015,12/2/2015,3/4/2016,93,-2,91
3/6/2017,3/6/2017,6/6/2017,92,0,92
3/6/2017,3/6/2017,6/6/2017,92,0,92
3/6/2017,3/6/2017,6/6/2017,92,0,92
3/7/2017,3/7/2017,3/15/2017,8,0,8
3/9/2017,3/9/2017,4/10/2017,32,0,32
7/8/2016,7/8/2016,9/2/2016,56,0,56
6/28/2016,6/28/2016,7/5/2016,7,0,7
6/28/2016,6/28/2016,9/28/2016,92,0,92
6/28/2016,6/28/2016,7/29/2016,31,0,31
6/28/2016,6/28/2016,7/29/2016,31,0,31
7/13/2016,7/11/2016,8/16/2016,36,-2,34
7/11/2016,7/11/2016,7/18/2016,7,0,7
7/12/2016,7/12/2016,7/19/2016,7,0,7
7/12/2016,7/12/2016,7/19/2016,7,0,7
7/12/2016,7/12/2016,7/19/2016,7,0,7
7/12/2016,7/12/2016,8/12/2016,31,0,31
7/14/2016,7/14/2016,7/21/2016,7,0,7
7/20/2016,7/19/2016,10/21/2016,94,-1,93
7/20/2016,7/20/2016,7/27/2016,7,0,7
7/20/2016,7/20/2016,7/27/2016,7,0,7
7/20/2016,7/20/2016,7/27/2016,7,0,7
7/21/2016,7/21/2016,7/28/2016,7,0,7
7/21/2016,7/21/2016,8/22/2016,32,0,32
7/21/2016,7/21/2016,7/29/2016,8,0,8
7/21/2016,7/21/2016,7/29/2016,8,0,8
7/27/2016,7/26/2016,8/3/2016,8,-1,7
7/28/2016,7/28/2016,8/29/2016,32,0,32
7/28/2016,7/28/2016,9/1/2016,35,0,35
7/28/2016,7/28/2016,8/26/2016,29,0,29
7/29/2016,7/29/2016,8/5/2016,7,0,7
7/29/2016,7/29/2016,8/5/2016,7,0,7
7/29/2016,7/29/2016,8/5/2016,7,0,7
8/17/2016,8/17/2016,8/24/2016,7,0,7
5/26/2015,5/26/2015,6/2/2015,7,0,7
5/26/2015,5/26/2015,6/2/2015,7,0,7
5/26/2015,5/26/2015,6/26/2015,31,0,31
5/29/2015,5/27/2015,6/30/2015,34,-2,32
5/29/2015,5/27/2015,6/30/2015,34,-2,32
3/21/2016,3/21/2016,6/21/2016,92,0,92
3/23/2016,3/21/2016,6/23/2016,94,-2,92
3/22/2016,3/22/2016,3/29/2016,7,0,7
3/23/2016,3/22/2016,3/30/2016,8,-1,7
4/29/2016,4/29/2016,5/6/2016,7,0,7
4/29/2016,4/29/2016,5/6/2016,7,0,7
10/12/2016,10/12/2016,10/19/2016,7,0,7
10/13/2016,10/13/2016,10/20/2016,7,0,7
10/13/2016,10/13/2016,10/20/2016,7,0,7
10/13/2016,10/13/2016,10/20/2016,7,0,7
10/17/2016,10/17/2016,1/18/2017,93,0,93
10/20/2016,10/20/2016,10/27/2016,7,0,7
10/20/2016,10/20/2016,10/27/2016,7,0,7
10/24/2016,10/20/2016,11/25/2016,36,-4,32
10/21/2016,10/21/2016,11/21/2016,31,0,31
10/21/2016,10/21/2016,1/19/2017,90,0,90
10/21/2016,10/21/2016,10/28/2016,7,0,7
10/21/2016,10/21/2016,10/28/2016,7,0,7
11/23/2016,11/21/2016,2/23/2017,94,-2,92
11/23/2016,11/21/2016,11/30/2016,9,-2,7
11/21/2016,11/21/2016,11/28/2016,7,0,7
11/21/2016,11/21/2016,11/28/2016,7,0,7
11/21/2016,11/21/2016,11/28/2016,7,0,7
12/30/2016,12/29/2016,3/2/2017,63,-1,62
1/3/2017,12/30/2016,1/11/2017,12,-4,8
1/4/2017,1/4/2017,1/11/2017,7,0,7
1/4/2017,1/4/2017,1/11/2017,7,0,7
1/4/2017,1/4/2017,4/6/2017,92,0,92
1/4/2017,1/4/2017,4/6/2017,92,0,92
1/6/2017,1/6/2017,1/13/2017,7,0,7
1/9/2017,1/9/2017,2/9/2017,31,0,31
1/9/2017,1/9/2017,1/17/2017,8,0,8
1/12/2017,1/10/2017,1/16/2017,6,-2,4
1/19/2017,1/17/2017,2/20/2017,34,-2,32
1/18/2017,1/17/2017,2/20/2017,34,-1,33
2/16/2017,2/16/2017,5/18/2017,91,0,91
2/16/2017,2/16/2017,5/18/2017,91,0,91
2/16/2017,2/16/2017,2/23/2017,7,0,7
2/22/2017,2/21/2017,3/23/2017,30,-1,29
2/22/2017,2/21/2017,5/23/2017,91,-1,90
2/22/2017,2/21/2017,4/24/2017,62,-1,61
3/3/2017,3/3/2017,6/6/2017,95,0,95
3/16/2017,3/16/2017,6/16/2017,92,0,92
3/16/2017,3/16/2017,6/15/2017,91,0,91
3/17/2017,3/17/2017,4/21/2017,35,0,35
3/20/2017,3/17/2017,6/21/2017,96,-3,93
3/17/2017,3/17/2017,3/24/2017,7,0,7
3/17/2017,3/17/2017,3/24/2017,7,0,7
3/23/2017,3/23/2017,5/23/2017,61,0,61
3/23/2017,3/23/2017,6/27/2017,96,0,96
3/28/2017,3/24/2017,4/28/2017,35,-4,31
3/24/2017,3/24/2017,3/31/2017,7,0,7
2/9/2015,2/9/2015,3/9/2015,28,0,28
2/10/2015,2/10/2015,2/17/2015,7,0,7
2/12/2015,2/10/2015,3/12/2015,30,-2,28
2/13/2015,2/11/2015,5/13/2015,91,-2,89
2/12/2015,2/12/2015,5/12/2015,89,0,89
2/13/2015,2/13/2015,3/16/2015,31,0,31
2/13/2015,2/13/2015,3/16/2015,31,0,31
2/13/2015,2/13/2015,2/20/2015,7,0,7
2/19/2015,2/18/2015,4/20/2015,61,-1,60
2/19/2015,2/19/2015,3/20/2015,29,0,29
2/23/2015,2/23/2015,3/2/2015,7,0,7
2/26/2015,2/25/2015,3/27/2015,30,-1,29
4/27/2015,4/23/2015,5/27/2015,34,-4,30
4/27/2015,4/23/2015,5/27/2015,34,-4,30
4/27/2015,4/23/2015,7/27/2015,95,-4,91
4/23/2015,4/23/2015,5/26/2015,33,0,33
3/9/2016,3/9/2016,3/16/2016,7,0,7
3/11/2016,3/9/2016,4/12/2016,34,-2,32
3/11/2016,3/9/2016,4/11/2016,33,-2,31
3/9/2016,3/9/2016,3/16/2016,7,0,7
3/9/2016,3/9/2016,3/16/2016,7,0,7
3/10/2016,3/9/2016,6/15/2016,98,-1,97
3/11/2016,3/11/2016,3/18/2016,7,0,7
11/25/2016,11/24/2016,12/27/2016,33,-1,32
11/25/2016,11/24/2016,12/27/2016,33,-1,32
11/25/2016,11/24/2016,2/24/2017,92,-1,91
8/17/2016,8/17/2016,8/24/2016,7,0,7
10/19/2016,10/17/2016,11/21/2016,35,-2,33
10/19/2016,10/17/2016,11/21/2016,35,-2,33
11/3/2016,11/3/2016,11/10/2016,7,0,7
11/3/2016,11/3/2016,11/10/2016,7,0,7
11/3/2016,11/3/2016,2/6/2017,95,0,95
11/4/2016,11/3/2016,2/6/2017,95,-1,94
11/29/2016,11/29/2016,12/6/2016,7,0,7
11/29/2016,11/29/2016,12/29/2016,30,0,30
12/1/2016,12/1/2016,12/9/2016,8,0,8
12/1/2016,12/1/2016,12/9/2016,8,0,8
12/14/2016,12/12/2016,3/14/2017,92,-2,90
12/14/2016,12/12/2016,1/16/2017,35,-2,33
12/19/2016,12/19/2016,3/14/2017,85,0,85
12/19/2016,12/19/2016,12/23/2016,4,0,4
12/19/2016,12/19/2016,12/28/2016,9,0,9
12/20/2016,12/20/2016,12/27/2016,7,0,7
12/20/2016,12/20/2016,12/27/2016,7,0,7
12/22/2016,12/21/2016,2/23/2017,64,-1,63
12/21/2016,12/21/2016,3/21/2017,90,0,90
12/21/2016,12/21/2016,1/23/2017,33,0,33
12/21/2016,12/21/2016,12/28/2016,7,0,7
12/21/2016,12/21/2016,12/28/2016,7,0,7
12/21/2016,12/21/2016,12/28/2016,7,0,7
